"","psraid","sample","segment","int_date","lang","scregion","sstate"
"1445",102978,1,1,50416,1,4,6
"1446",202208,2,2,31316,1,2,17
"1447",101761,1,1,31216,1,3,5
"1448",209719,2,2,50716,1,3,48
"1449",207973,2,2,42916,1,2,26
"1450",207002,2,2,42416,1,3,11
"1451",100113,1,1,30316,2,4,6
"1452",208487,2,2,50116,1,3,11
"1453",208410,2,2,50116,1,1,34
"1454",102041,1,1,31716,1,3,47
"1455",202006,2,2,31216,2,4,6
"1456",205659,2,2,41116,1,4,35
"1457",204498,2,2,40116,1,3,13
"1458",205464,2,2,40916,1,4,4
"1459",205840,2,2,41216,1,4,6
"1460",206961,2,2,50316,1,1,36
"1461",201378,2,2,30816,1,4,53
"1462",202504,2,2,31816,2,3,48
"1463",200338,2,2,22916,1,4,6
"1464",207067,2,2,42316,1,2,39
"1465",400305,2,4,33116,1,4,6
"1466",209050,2,2,50416,1,1,33
"1467",208439,2,2,50116,1,3,24
"1468",205781,2,2,41216,2,3,48
"1469",201782,2,2,31116,1,4,6
"1470",400596,2,4,50516,1,3,48
"1471",101574,1,1,31016,1,1,36
"1472",102213,1,1,31916,1,2,26
"1473",200709,2,2,50416,1,3,48
"1474",200154,2,2,22916,1,1,36
"1475",100077,1,1,30316,2,4,6
"1476",207489,2,2,42716,1,3,45
"1477",103645,1,1,50416,2,3,37
"1478",204025,2,2,32716,1,2,39
"1479",204757,2,2,50416,2,1,34
"1480",202768,2,2,32316,2,3,12
"1481",202806,2,2,31916,1,3,13
"1482",100612,1,1,30216,1,3,37
"1483",101709,1,1,31216,1,3,48
"1484",207973,2,2,42916,2,2,26
"1485",204549,2,2,40116,1,3,37
"1486",205098,2,2,40716,1,2,17
"1487",209681,2,2,50616,1,4,53
"1488",201264,2,2,42216,1,4,6
"1489",400101,2,4,30616,1,3,37
"1490",201162,2,2,30616,1,4,6
"1491",100825,1,1,31916,1,3,22
"1492",100423,1,1,30516,1,1,36
"1493",209046,2,2,50316,1,4,6
"1494",207376,2,2,42516,1,4,6
"1495",400281,2,4,31916,1,1,36
"1496",205236,2,2,40816,1,3,37
"1497",209536,2,2,50616,2,3,48
"1498",200624,2,2,30316,1,4,30
"1499",200860,2,2,30416,1,3,1
"1500",206654,2,2,42116,1,3,28
"1501",206455,2,2,42016,1,3,48
"1502",201562,2,2,32916,1,3,1
"1503",208052,2,2,42916,1,4,6
"1504",103490,1,1,50116,1,3,45
"1505",205373,2,2,42216,1,4,6
"1506",202262,2,2,31316,1,4,8
"1507",202964,2,2,32016,1,4,6
"1508",101852,1,1,31716,1,3,12
"1509",208679,2,2,50216,2,3,48
"1510",205610,2,2,41116,1,3,12
"1511",207392,2,2,42616,2,1,36
"1512",205186,2,2,40816,1,3,48
"1513",204332,2,2,33016,1,3,24
"1514",400640,2,4,50116,1,2,39
"1515",208980,2,2,50316,1,3,12
"1516",100558,1,1,30216,1,2,39
"1517",208644,2,2,50216,1,3,48
"1518",201490,2,2,30916,1,2,26
"1519",102035,1,1,31916,1,3,48
"1520",209518,2,2,50616,1,2,26
"1521",200996,2,2,30516,1,3,48
"1522",203113,2,2,32116,1,3,12
"1523",206063,2,2,41516,1,1,34
"1524",103678,1,1,50416,1,3,12
"1525",205121,2,2,40716,1,3,5
"1526",206888,2,2,42316,1,4,6
"1527",202396,2,2,32816,2,4,35
"1528",200150,2,2,22916,1,1,34
"1529",200212,2,2,22916,1,3,22
"1530",200392,2,2,30116,1,1,36
"1531",203297,2,2,32216,1,2,39
"1532",206996,2,2,42316,1,4,4
"1533",207249,2,2,42416,1,4,4
"1534",100744,1,1,42316,2,3,48
"1535",102518,1,1,40216,1,4,6
"1536",208004,2,2,42916,1,4,6
"1537",400330,2,4,40216,1,3,1
"1538",201972,2,2,31216,1,3,13
"1539",400415,2,4,41716,1,3,51
"1540",206153,2,2,41616,1,3,13
"1541",101689,1,1,31616,1,2,39
"1542",205341,2,2,50416,1,4,49
"1543",300117,1,3,30916,1,1,36
"1544",206013,2,2,41516,1,4,6
"1545",100449,1,1,30416,1,3,28
"1546",400059,2,4,30216,1,4,6
"1547",204360,2,2,33116,2,3,12
"1548",209527,2,2,50616,1,1,42
"1549",204259,2,2,32916,1,1,42
"1550",205891,2,2,50516,1,2,17
"1551",400465,2,4,42316,1,3,13
"1552",400025,2,4,30216,1,1,42
"1553",209518,2,2,50616,1,2,17
"1554",101946,1,1,31716,1,1,36
"1555",207542,2,2,42716,1,2,26
"1556",205409,2,2,40916,1,3,48
"1557",400541,2,4,43016,1,2,26
"1558",300238,1,3,50616,1,1,34
"1559",102029,1,1,31716,1,3,12
"1560",100381,1,1,30516,2,4,6
"1561",101287,1,1,31216,1,3,28
"1562",202006,2,2,31216,1,4,6
"1563",208875,2,2,50316,1,3,48
"1564",209331,2,2,50416,1,2,18
"1565",400423,2,4,41716,1,3,37
"1566",208337,2,2,50116,2,3,12
"1567",400004,2,4,22916,1,4,6
"1568",202163,2,2,31316,1,3,22
"1569",208011,2,2,42916,1,4,8
"1570",202577,2,2,31616,1,4,4
"1571",207607,2,2,42716,1,3,47
"1572",202847,2,2,31916,1,1,36
"1573",204721,2,2,40416,1,2,26
"1574",207529,2,2,42716,2,3,37
"1575",207573,2,2,42716,1,3,48
"1576",207608,2,2,42716,2,1,34
"1577",102374,1,1,41016,1,3,1
"1578",207098,2,2,42916,2,4,6
"1579",400016,2,4,22916,1,3,5
"1580",103163,1,1,43016,1,1,33
"1581",202925,2,2,31916,1,3,48
"1582",102399,1,1,32616,1,1,34
"1583",206330,2,2,41816,1,1,42
"1584",100381,1,1,30616,1,3,37
"1585",205503,2,2,41016,1,3,48
"1586",400169,2,4,31116,1,3,48
"1587",209034,2,2,50316,1,3,48
"1588",204223,2,2,32916,1,2,55
"1589",206143,2,2,41616,1,2,26
"1590",209116,2,2,50416,1,1,42
"1591",300089,1,3,30216,1,3,48
"1592",204199,2,2,32916,1,3,12
"1593",201209,2,2,30616,1,3,40
"1594",206702,2,2,42216,1,2,17
"1595",100465,1,1,30116,1,3,21
"1596",208939,2,2,50316,1,2,39
"1597",205600,2,2,41116,1,3,13
"1598",400461,2,4,42316,1,3,22
"1599",207573,2,2,42716,1,2,18
"1600",400435,2,4,50516,1,2,18
"1601",206266,2,2,41716,1,3,12
"1602",207357,2,2,42516,1,4,6
"1603",100095,1,1,22916,1,3,45
"1604",203439,2,2,32816,2,3,48
"1605",201088,2,2,30516,1,3,12
"1606",208880,2,2,50316,1,4,53
"1607",201472,2,2,30916,1,3,12
"1608",102990,1,1,42316,1,4,53
"1609",100448,1,1,30116,1,1,36
"1610",400020,2,4,22916,1,3,1
"1611",203490,2,2,32416,1,3,24
"1612",207762,2,2,50416,1,3,12
"1613",206017,2,2,41516,1,3,13
"1614",207081,2,2,42416,1,3,13
"1615",206571,2,2,42116,1,4,6
"1616",202548,2,2,31816,1,2,19
"1617",101284,1,1,30516,1,1,36
"1618",200623,2,2,30516,1,4,35
"1619",201255,2,2,30816,1,3,48
"1620",202321,2,2,31416,1,4,6
"1621",100563,1,1,31916,1,3,54
"1622",102041,1,1,31716,1,3,24
"1623",300271,1,3,32016,1,1,44
"1624",103580,1,1,50316,1,4,6
"1625",207550,2,2,42716,1,3,48
"1626",200150,2,2,22916,1,3,48
"1627",200966,2,2,31616,1,3,48
"1628",400271,2,4,50516,1,3,12
"1629",202594,2,2,31816,1,4,6
"1630",102009,1,1,32116,1,1,36
"1631",400156,2,4,31016,1,2,39
"1632",205129,2,2,40716,1,2,29
"1633",202795,2,2,32216,2,4,6
"1634",400054,2,4,30316,1,1,36
"1635",209213,2,2,50416,1,2,17
"1636",103009,1,1,42316,1,3,48
"1637",202884,2,2,31916,1,3,24
"1638",208011,2,2,42916,1,4,6
"1639",205390,2,2,40916,1,2,19
"1640",203919,2,2,32716,1,1,25
"1641",203919,2,2,32716,1,1,34
"1642",209529,2,2,50516,2,3,37
"1643",201594,2,2,31016,1,2,26
"1644",204893,2,2,40616,1,3,40
"1645",202518,2,2,31616,1,3,51
"1646",205406,2,2,40916,1,1,42
"1647",100020,1,1,31216,1,1,36
"1648",100957,1,1,30416,1,2,27
"1649",101933,1,1,31616,1,4,6
"1650",201329,2,2,30816,1,1,36
"1651",400534,2,4,42316,1,3,22
"1652",200090,2,2,22916,1,3,48
"1653",206647,2,2,42116,1,4,6
"1654",101392,1,1,30816,1,3,13
"1655",205597,2,2,42016,1,1,25
"1656",300066,1,3,30216,1,2,38
"1657",205793,2,2,42316,1,1,34
"1658",100345,1,1,22916,1,4,6
"1659",400091,2,4,30516,1,2,17
"1660",203803,2,2,32616,1,3,37
"1661",207719,2,2,42716,1,4,6
"1662",101399,1,1,30616,1,3,22
"1663",206992,2,2,42316,1,4,4
"1664",207920,2,2,42816,1,4,6
"1665",201104,2,2,30516,1,1,36
"1666",300033,1,3,30416,1,3,24
"1667",101816,1,1,41016,2,4,6
"1668",201468,2,2,30916,1,1,36
"1669",202039,2,2,31216,1,3,48
"1670",100612,1,1,30216,1,1,42
"1671",203301,2,2,32216,1,1,25
"1672",201345,2,2,30816,2,4,6
"1673",400179,2,4,32716,1,3,22
"1674",206102,2,2,41516,1,4,8
"1675",204111,2,2,32816,2,4,6
"1676",101574,1,1,31016,1,2,17
"1677",207662,2,2,42716,2,4,6
"1678",208054,2,2,42916,1,4,35
"1679",200834,2,2,30416,1,1,36
"1680",100992,1,1,30516,1,2,55
"1681",201972,2,2,31216,1,3,24
"1682",101736,1,1,42316,1,1,36
"1683",400193,2,4,31316,1,3,22
"1684",204058,2,2,32816,2,3,12
"1685",200628,2,2,30216,1,4,30
"1686",102351,1,1,40216,1,2,39
"1687",202262,2,2,31316,1,4,53
"1688",207573,2,2,42716,1,3,47
"1689",100814,1,1,30316,2,1,25
"1690",203186,2,2,40316,1,3,13
"1691",205124,2,2,40716,1,3,13
"1692",400193,2,4,31316,1,3,47
"1693",100369,1,1,30516,2,4,6
"1694",207648,2,2,42716,1,2,39
"1695",203985,2,2,32716,1,1,25
"1696",204185,2,2,42916,2,3,48
"1697",300075,1,3,50716,1,2,39
"1698",207693,2,2,50316,1,3,51
"1699",204242,2,2,42516,2,2,20
"1700",202586,2,2,40616,1,3,13
"1701",207692,2,2,42716,1,3,11
"1702",204187,2,2,42916,2,3,48
"1703",101072,1,1,42316,1,3,47
"1704",101054,1,1,30516,1,1,42
"1705",100841,1,1,30916,1,3,22
"1706",204195,2,2,32916,1,3,13
"1707",209638,2,2,50616,2,3,12
"1708",207078,2,2,50816,2,1,36
"1709",206647,2,2,42116,1,3,28
"1710",207851,2,2,42816,1,1,9
"1711",201371,2,2,30916,1,3,37
"1712",200367,2,2,30116,1,3,51
"1713",400572,2,4,43016,1,3,22
"1714",100148,1,1,22916,1,3,51
"1715",206097,2,2,41516,1,3,11
"1716",103053,1,1,42316,1,2,27
"1717",103082,1,1,42316,1,3,1
"1718",100523,1,1,30216,1,1,36
"1719",400084,2,4,30416,1,3,51
"1720",204877,2,2,50416,1,3,1
"1721",100014,1,1,22916,1,2,26
"1722",204493,2,2,40116,1,3,48
"1723",207937,2,2,42916,1,2,26
"1724",208634,2,2,50216,1,3,47
"1725",103322,1,1,43016,1,4,4
"1726",101857,1,1,31616,1,3,21
"1727",100692,1,1,30516,1,4,30
"1728",101852,1,1,31216,1,2,17
"1729",204029,2,2,50316,1,2,55
"1730",204166,2,2,32916,1,3,13
"1731",103207,1,1,50416,1,3,48
"1732",206711,2,2,42216,1,3,48
"1733",400643,2,4,50116,1,2,55
"1734",400140,2,4,31916,1,3,48
"1735",400025,2,4,22916,1,3,5
"1736",101360,1,1,30616,1,4,6
"1737",209398,2,2,50416,1,3,1
"1738",103190,1,1,43016,1,3,45
"1739",207878,2,2,42816,1,4,41
"1740",206330,2,2,41816,1,3,45
"1741",101574,1,1,31016,1,3,24
"1742",100721,1,1,30416,1,3,37
"1743",400214,2,4,31716,1,3,48
"1744",400610,2,4,43016,1,1,34
"1745",204175,2,2,32916,1,2,39
"1746",206825,2,2,42216,1,4,6
"1747",207065,2,2,42316,1,1,36
"1748",206213,2,2,41616,1,3,47
"1749",100590,1,1,30216,1,2,55
"1750",204354,2,2,33116,1,3,51
"1751",200074,2,2,22916,1,3,48
"1752",208950,2,2,50316,1,1,36
"1753",206625,2,2,42116,1,3,28
"1754",400676,2,4,50416,1,4,8
"1755",206058,2,2,41516,1,3,45
"1756",400047,2,4,30216,1,2,26
"1757",205808,2,2,42316,1,1,9
"1758",300138,1,3,31016,1,3,48
"1759",101109,1,1,30816,1,3,22
"1760",400045,2,4,22916,1,3,37
"1761",203279,2,2,32216,1,3,24
"1762",202635,2,2,31816,1,3,28
"1763",206970,2,2,42316,1,2,26
"1764",202996,2,2,32016,1,3,40
"1765",103200,1,1,43016,1,3,47
"1766",102261,1,1,32116,1,2,26
"1767",201447,2,2,31016,1,2,18
"1768",202883,2,2,31916,1,4,6
"1769",205552,2,2,41016,1,4,6
"1770",208563,2,2,50416,1,3,11
"1771",206753,2,2,42216,1,3,48
"1772",200878,2,2,30416,1,3,48
"1773",209537,2,2,50516,2,3,48
"1774",102009,1,1,31716,1,3,12
"1775",206709,2,2,42216,1,2,17
"1776",200931,2,2,42316,1,3,48
"1777",102361,1,1,32616,1,4,6
"1778",400641,2,4,50316,1,3,11
"1779",101518,1,1,30816,1,4,35
"1780",202828,2,2,31916,1,4,6
"1781",204185,2,2,50316,1,3,45
"1782",204307,2,2,33016,1,4,4
"1783",200384,2,2,30116,1,1,36
"1784",200284,2,2,22916,1,4,4
"1785",208004,2,2,42916,1,4,53
"1786",101034,1,1,50416,1,1,34
"1787",101587,1,1,42316,1,3,48
"1788",101098,1,1,30516,1,3,1
"1789",203260,2,2,32516,1,3,13
"1790",203930,2,2,33116,2,3,48
"1791",206064,2,2,41516,1,4,35
"1792",201633,2,2,31016,1,3,12
"1793",205650,2,2,41116,1,2,27
"1794",400457,2,4,50416,1,3,1
"1795",205038,2,2,40716,1,1,36
"1796",207260,2,2,42416,1,4,49
"1797",206558,2,2,42116,1,1,34
"1798",204757,2,2,40416,1,4,6
"1799",203594,2,2,41016,1,2,17
"1800",203405,2,2,32416,1,1,25
"1801",103361,1,1,50116,1,1,36
"1802",100129,1,1,22916,1,4,30
"1803",207936,2,2,42916,1,1,36
"1804",203330,2,2,32316,1,4,35
"1805",209468,2,2,50416,1,4,6
"1806",300081,1,3,30216,1,3,13
"1807",208445,2,2,50116,1,2,27
"1808",209639,2,2,50616,1,2,39
"1809",200080,2,2,22916,1,3,37
"1810",203432,2,2,32316,1,3,12
"1811",204721,2,2,40416,1,2,29
"1812",206158,2,2,41616,1,2,29
"1813",100446,1,1,30516,1,3,12
"1814",100253,1,1,30316,1,4,6
"1815",207570,2,2,42716,1,3,48
"1816",206323,2,2,41816,1,1,42
"1817",204337,2,2,33016,1,3,12
"1818",208298,2,2,43016,1,2,18
"1819",208889,2,2,50816,2,3,28
"1820",209223,2,2,50416,1,2,17
"1821",400065,2,4,30316,1,3,45
"1822",100713,1,1,30416,1,2,17
"1823",204561,2,2,40216,1,3,37
"1824",208644,2,2,50216,1,3,5
"1825",207936,2,2,42916,1,2,17
"1826",100612,1,1,30216,1,4,53
"1827",206844,2,2,42316,1,3,13
"1828",207859,2,2,42816,1,3,11
"1829",209337,2,2,50416,1,2,17
"1830",207536,2,2,42816,2,3,48
"1831",207946,2,2,42916,1,2,26
"1832",208124,2,2,43016,1,3,48
"1833",100136,1,1,22916,1,4,30
"1834",206470,2,2,42116,1,1,36
"1835",208105,2,2,50416,1,4,41
"1836",400045,2,4,30216,1,1,42
"1837",200590,2,2,30816,2,3,12
"1838",204272,2,2,33016,2,4,6
"1839",101963,1,1,32116,1,1,36
"1840",200333,2,2,22916,1,4,6
"1841",202331,2,2,31416,1,4,6
"1842",206047,2,2,41516,1,3,28
"1843",209747,2,2,50816,2,4,6
"1844",100248,1,1,22916,1,4,30
"1845",300115,1,3,30516,1,1,36
"1846",101576,1,1,42316,1,2,31
"1847",201666,2,2,31016,1,3,12
"1848",204178,2,2,32916,1,3,48
"1849",200744,2,2,30316,1,3,1
"1850",209740,2,2,50816,1,4,6
"1851",206330,2,2,41816,1,1,42
"1852",205535,2,2,41016,1,4,41
"1853",204179,2,2,42916,2,4,6
"1854",100020,1,1,30316,1,2,27
"1855",400159,2,4,31016,1,3,48
"1856",400143,2,4,31916,1,2,17
"1857",203627,2,2,32516,1,3,22
"1858",100710,1,1,30316,1,2,17
"1859",200855,2,2,30416,1,3,48
"1860",206722,2,2,42216,1,3,47
"1861",205196,2,2,40816,1,3,48
"1862",201138,2,2,30816,1,4,6
"1863",300117,1,3,30616,1,2,17
"1864",209702,2,2,50716,1,3,12
"1865",203681,2,2,32616,1,4,6
"1866",204549,2,2,40116,1,3,37
"1867",400089,2,4,50516,1,4,6
"1868",207355,2,2,42516,1,2,27
"1869",208947,2,2,50416,1,1,36
"1870",200333,2,2,50816,1,4,6
"1871",202539,2,2,31816,1,3,13
"1872",202367,2,2,31416,1,4,6
"1873",200734,2,2,30316,1,4,6
"1874",103207,1,1,43016,1,3,45
"1875",209082,2,2,50416,1,2,39
"1876",208252,2,2,43016,1,3,48
"1877",300053,1,3,22916,1,3,1
"1878",201785,2,2,31116,1,3,13
"1879",100111,1,1,22916,1,4,6
"1880",100841,1,1,31916,1,3,37
"1881",202695,2,2,32416,2,3,48
"1882",202725,2,2,31916,1,3,28
"1883",100371,1,1,30516,2,4,6
"1884",205016,2,2,40716,1,3,48
"1885",102543,1,1,41016,1,3,51
"1886",100859,1,1,30316,1,3,5
"1887",102023,1,1,31916,1,3,47
"1888",203407,2,2,32316,1,1,36
"1889",201168,2,2,30616,1,3,37
"1890",200055,2,2,22916,1,3,48
"1891",202990,2,2,32016,1,3,48
"1892",205993,2,2,41416,1,4,6
"1893",200274,2,2,22916,1,4,49
"1894",208171,2,2,50416,2,4,6
"1895",200130,2,2,22916,1,3,47
"1896",209746,2,2,50816,2,3,48
"1897",200041,2,2,30416,2,3,13
"1898",204441,2,2,40916,1,4,53
"1899",200515,2,2,31216,1,2,18
"1900",208687,2,2,50216,1,3,48
"1901",206653,2,2,42216,1,3,24
"1902",209169,2,2,50416,1,4,35
"1903",103678,1,1,50416,1,3,12
"1904",400029,2,4,22916,1,4,6
"1905",205699,2,2,41116,1,4,6
"1906",201336,2,2,30816,1,3,48
"1907",206290,2,2,41716,1,3,48
"1908",202749,2,2,31916,1,3,12
"1909",203657,2,2,41316,2,4,6
"1910",300147,1,3,31016,1,3,11
"1911",101204,1,1,30516,1,4,6
"1912",400575,2,4,43016,1,1,9
"1913",204283,2,2,33016,2,4,6
"1914",203898,2,2,32716,1,2,39
"1915",101748,1,1,31216,1,3,24
"1916",102261,1,1,40916,1,2,55
"1917",208191,2,2,43016,1,4,6
"1918",202770,2,2,32016,2,4,32
"1919",400520,2,4,42316,1,4,6
"1920",100536,1,1,30116,1,3,22
"1921",202795,2,2,32016,2,3,12
"1922",204503,2,2,40116,1,2,26
"1923",102198,1,1,31916,1,3,22
"1924",400196,2,4,31416,1,3,22
"1925",204467,2,2,40116,1,2,17
"1926",100465,1,1,30416,1,3,37
"1927",204470,2,2,40116,1,1,36
"1928",103322,1,1,43016,1,4,6
"1929",100369,1,1,22916,1,4,6
"1930",201187,2,2,30616,1,2,31
"1931",207365,2,2,42616,2,1,9
"1932",103732,1,1,50816,1,2,55
"1933",205095,2,2,40716,1,4,6
"1934",101621,1,1,31016,1,3,12
"1935",203621,2,2,40616,1,2,29
"1936",100965,1,1,30416,1,3,48
"1937",400223,2,4,42316,1,2,27
"1938",205356,2,2,40916,1,3,37
"1939",207450,2,2,42616,1,3,28
"1940",207878,2,2,42816,1,4,53
"1941",204832,2,2,40516,2,3,22
"1942",203406,2,2,32316,1,3,45
"1943",102054,1,1,31716,1,3,12
"1944",400559,2,4,42916,1,3,48
"1945",201224,2,2,30616,1,1,42
"1946",208599,2,2,50216,1,2,17
"1947",103204,1,1,43016,1,3,48
"1948",203143,2,2,32116,1,2,26
"1949",101857,1,1,31616,2,4,6
"1950",101320,1,1,30616,1,4,6
"1951",206557,2,2,42116,1,2,17
"1952",209199,2,2,50416,1,3,48
"1953",200772,2,2,30316,1,4,6
"1954",102474,1,1,40216,1,2,17
"1955",200141,2,2,22916,1,3,28
"1956",201350,2,2,30816,1,2,26
"1957",400100,2,4,30816,1,4,6
"1958",201680,2,2,31016,1,3,48
"1959",400585,2,4,42916,1,3,22
"1960",200421,2,2,30216,1,4,32
"1961",103516,1,1,50216,1,3,54
"1962",204365,2,2,33116,1,3,45
"1963",206272,2,2,42116,1,3,12
"1964",103350,1,1,43016,1,3,45
"1965",207820,2,2,42816,1,3,48
"1966",100942,1,1,30416,1,1,36
"1967",103032,1,1,42316,1,1,36
"1968",102753,1,1,42316,1,1,34
"1969",205138,2,2,40716,1,4,6
"1970",204230,2,2,42516,2,4,4
"1971",200060,2,2,22916,1,2,55
"1972",209748,2,2,50816,2,4,6
"1973",201653,2,2,50316,1,3,13
"1974",100378,1,1,30516,2,4,6
"1975",201886,2,2,31216,1,4,35
"1976",101857,1,1,31616,1,3,21
"1977",205631,2,2,41116,1,3,1
"1978",206142,2,2,41616,1,4,6
"1979",204212,2,2,32916,1,1,36
"1980",202964,2,2,32016,1,4,6
"1981",101906,1,1,31916,1,2,29
"1982",102218,1,1,40316,1,2,39
"1983",208416,2,2,50416,2,3,1
"1984",203107,2,2,32116,1,3,12
"1985",209297,2,2,50416,1,1,42
"1986",206216,2,2,41716,1,4,35
"1987",201307,2,2,30616,1,1,36
"1988",203343,2,2,32216,1,3,48
"1989",208403,2,2,50216,1,2,55
"1990",102813,1,1,42316,1,3,12
"1991",206737,2,2,42216,1,4,6
"1992",103506,1,1,50216,1,3,12
"1993",205696,2,2,41116,1,4,6
"1994",102295,1,1,32216,1,3,24
"1995",206949,2,2,50316,1,1,42
"1996",300271,1,3,32016,1,2,17
"1997",201055,2,2,30516,1,1,25
"1998",103459,1,1,50116,1,1,25
"1999",209006,2,2,50316,1,2,27
"2000",101302,1,1,30616,1,2,20
"2001",103355,1,1,50116,1,2,17
"2002",202656,2,2,31816,1,4,32
"2003",207829,2,2,42816,1,1,42
"2004",206062,2,2,41516,1,3,48
"2005",209271,2,2,50416,1,1,36
"2006",200644,2,2,30516,1,1,34
"2007",206907,2,2,42816,1,3,48
"2008",400442,2,4,42316,1,2,26
"2009",203697,2,2,32616,1,2,27
"2010",208612,2,2,50316,1,3,48
"2011",102412,1,1,40216,1,3,13
"2012",400217,2,4,50516,1,3,12
"2013",201752,2,2,32716,1,3,48
"2014",100449,1,1,30516,1,3,21
"2015",204882,2,2,40516,1,2,39
"2016",202539,2,2,31616,2,4,6
"2017",400400,2,4,41716,1,3,13
"2018",102529,1,1,41016,1,3,51
"2019",103502,1,1,50116,1,3,37
"2020",200186,2,2,22916,1,3,13
"2021",203405,2,2,40816,1,3,12
"2022",204792,2,2,40416,1,4,8
"2023",100825,1,1,30316,1,3,24
"2024",200777,2,2,30316,1,4,53
"2025",100556,1,1,30216,1,1,34
"2026",202629,2,2,31816,1,3,22
"2027",300257,1,3,50616,1,1,36
"2028",400489,2,4,42316,1,3,37
"2029",206748,2,2,42216,2,4,6
"2030",400159,2,4,31016,1,3,5
"2031",208601,2,2,50316,1,3,48
"2032",203735,2,2,32616,1,4,6
"2033",202622,2,2,31816,1,2,26
"2034",203251,2,2,32316,1,2,39
"2035",400044,2,4,30216,1,4,6
"2036",203401,2,2,32316,1,1,36
"2037",200713,2,2,30316,1,2,18
"2038",201902,2,2,31516,1,4,6
"2039",400079,2,4,30416,1,1,36
"2040",206961,2,2,42616,1,1,36
"2041",204201,2,2,33016,1,1,36
"2042",200424,2,2,30216,1,1,36
"2043",200934,2,2,30416,1,3,48
"2044",201264,2,2,42216,2,3,48
"2045",208273,2,2,43016,1,1,34
"2046",200117,2,2,30316,1,3,48
"2047",200102,2,2,22916,1,3,1
"2048",208883,2,2,50316,1,4,6
"2049",200909,2,2,30416,1,3,1
"2050",202693,2,2,32316,2,3,12
"2051",201142,2,2,30816,1,2,26
"2052",202974,2,2,32016,1,4,6
"2053",400178,2,4,32716,1,3,48
"2054",203545,2,2,50416,1,4,6
"2055",101469,1,1,30816,1,3,47
"2056",102041,1,1,40216,1,2,55
"2057",206193,2,2,41616,1,3,48
"2058",400062,2,4,30216,1,3,13
"2059",202678,2,2,40816,1,3,13
"2060",203171,2,2,32416,1,2,17
"2061",206958,2,2,42316,1,3,24
"2062",300185,1,3,31616,1,2,17
"2063",400138,2,4,30916,1,3,13
"2064",400494,2,4,43016,1,3,47
"2065",300056,1,3,30816,1,2,39
"2066",103330,1,1,50816,1,2,39
"2067",206331,2,2,41816,1,3,12
"2068",208766,2,2,50516,1,1,36
"2069",204718,2,2,40416,1,3,12
"2070",206635,2,2,42116,1,2,17
"2071",202638,2,2,31816,1,3,48
"2072",400244,2,4,40216,1,2,26
"2073",207788,2,2,50616,2,3,48
"2074",202111,2,2,31316,1,2,26
"2075",200469,2,2,30216,1,3,51
"2076",103088,1,1,43016,1,3,24
"2077",200713,2,2,30316,1,4,6
"2078",300057,1,3,30616,1,4,6
"2079",200964,2,2,30416,1,3,24
"2080",102215,1,1,40316,2,4,6
"2081",400534,2,4,42316,1,3,13
"2082",102957,1,1,50816,1,4,6
"2083",205135,2,2,40716,1,4,6
"2084",200431,2,2,30216,1,1,42
"2085",204343,2,2,33116,1,3,12
"2086",202952,2,2,31916,1,4,6
"2087",202212,2,2,31316,1,2,17
"2088",204889,2,2,40516,1,4,6
"2089",200408,2,2,30116,1,1,36
"2090",205792,2,2,41216,1,2,18
"2091",201371,2,2,30816,1,1,42
"2092",102787,1,1,50416,1,1,36
"2093",206578,2,2,42116,1,4,6
"2094",400140,2,4,31216,1,3,1
"2095",101406,1,1,30816,1,4,35
"2096",400205,2,4,41016,1,2,17
"2097",203514,2,2,32416,1,1,42
"2098",102146,1,1,41716,1,1,42
"2099",201576,2,2,31016,1,1,36
"2100",103759,1,1,50816,1,4,35
"2101",100282,1,1,22916,1,2,27
"2102",205390,2,2,41216,1,3,12
"2103",208207,2,2,50416,2,4,6
"2104",209596,2,2,50816,1,2,55
"2105",103739,1,1,50816,1,4,6
"2106",207946,2,2,42916,1,3,48
"2107",201076,2,2,30516,1,1,34
"2108",204346,2,2,33116,2,3,48
"2109",205791,2,2,41216,2,3,48
"2110",208136,2,2,43016,1,3,47
"2111",202064,2,2,31616,1,4,4
"2112",101416,1,1,41716,1,3,48
"2113",102776,1,1,42316,1,1,36
"2114",204246,2,2,33016,1,1,36
"2115",206638,2,2,42116,1,2,17
"2116",400083,2,4,30316,1,3,51
"2117",208092,2,2,42916,1,4,4
"2118",100907,1,1,30316,1,3,48
"2119",203335,2,2,32316,1,3,13
"2120",101401,1,1,31916,1,1,34
"2121",101859,1,1,42316,1,3,21
"2122",100159,1,1,22916,1,3,45
"2123",400165,2,4,31116,1,3,48
"2124",200520,2,2,30216,1,4,6
"2125",204525,2,2,40116,1,3,48
"2126",203163,2,2,32116,1,3,48
"2127",207937,2,2,42916,1,3,11
"2128",204142,2,2,32916,1,4,6
"2129",400374,2,4,40916,1,3,47
"2130",205631,2,2,41116,1,3,24
"2131",203327,2,2,40416,1,2,17
"2132",103415,1,1,50116,1,2,29
"2133",204546,2,2,40116,1,3,22
"2134",206365,2,2,41916,1,3,13
"2135",206330,2,2,41816,1,1,42
"2136",102093,1,1,32216,1,4,32
"2137",204405,2,2,33116,1,3,48
"2138",206801,2,2,42216,1,3,48
"2139",200585,2,2,30916,1,3,24
"2140",101542,1,1,30916,1,1,42
"2141",400400,2,4,41716,1,3,22
"2142",203031,2,2,32016,1,3,48
