"ID";"Nationality";"Periods";"TotalResidencePermitsAsylum_1";"RefugeeStatusBeneficiaryStatus_2";"HumanitarianReasons_3";"TotalOrdinaryResidencePermit_4";"TotalFamilyReunificationFormation_5";"HusbandWife_6";"ChildUnder18_7";"OtherFamilyReunification_8";"Study_9";"TotalLabour_10";"HighlySkilledMigrantBlueCardHolder_11";"Researcher_12";"OtherLabour_13";"VictimOfHumanTrade_14";"OtherOrdinary_15";"SinglePermitGVVA_16"
"609";"NAT9363  ";"2019JJ00";"       5";"       5";"       0";"     305";"     120";"      60";"      55";"       5";"     100";"      65";"      55";"       5";"      10";"       0";"      15";""
"610";"NAT9363  ";"2020JJ00";"       5";"       5";"       0";"     205";"      55";"      25";"      25";"       5";"     105";"      35";"      30";"       0";"       5";"       0";"      10";""
"611";"NAT9364  ";"2008JJ00";"       0";"       0";"       0";"     200";"      70";"      35";"      30";"       5";"      85";"      40";"      10";"      10";"      25";"       0";"      10";""
"612";"NAT9364  ";"2009JJ00";"      10";"       5";"       5";"     215";"      70";"      30";"      30";"      10";"     100";"      40";"      10";"      20";"      15";"       0";"       5";""
"613";"NAT9364  ";"2010JJ00";"      10";"       5";"       5";"     195";"      60";"      25";"      25";"      10";"      85";"      35";"       5";"      20";"      15";"       0";"      10";""
"614";"NAT9364  ";"2011JJ00";"       0";"       0";"       0";"     205";"     100";"      40";"      50";"       5";"      65";"      35";"      10";"      15";"      15";"       5";"       0";""
"615";"NAT9364  ";"2012JJ00";"       5";"       5";"       5";"     170";"      55";"      30";"      15";"      10";"      80";"      35";"       5";"      15";"      15";"       0";"       5";""
"616";"NAT9364  ";"2013JJ00";"       5";"       0";"       0";"     190";"      80";"      50";"      25";"       5";"      80";"      25";"      10";"      15";"       5";"       0";"       5";""
"617";"NAT9364  ";"2014JJ00";"      10";"       0";"      10";"     160";"      65";"      40";"      20";"       5";"      60";"      30";"       5";"      20";"       5";"       0";"       5";""
"618";"NAT9364  ";"2015JJ00";"       0";"       0";"       0";"     195";"      75";"      40";"      30";"       5";"      75";"      40";"      15";"      25";"       5";"       0";"      10";""
"619";"NAT9364  ";"2016JJ00";"       0";"       0";"       0";"     185";"      45";"      30";"      15";"       5";"      85";"      40";"      10";"      15";"      15";"       0";"      10";""
"620";"NAT9364  ";"2017JJ00";"       5";"       5";"       0";"     210";"      70";"      40";"      20";"      10";"      85";"      35";"      15";"      15";"      10";"       0";"      15";""
"621";"NAT9364  ";"2018JJ00";"       0";"       0";"       0";"     220";"      85";"      40";"      35";"      10";"      75";"      45";"      10";"      20";"      15";"       0";"      15";""
"622";"NAT9364  ";"2019JJ00";"       0";"       0";"       0";"     220";"      95";"      35";"      25";"      30";"      55";"      50";"      20";"      20";"      10";"       0";"      20";""
"623";"NAT9364  ";"2020JJ00";"       0";"       0";"       0";"     195";"      85";"      45";"      30";"      10";"      65";"      30";"      10";"       5";"      10";"       0";"      15";""
"624";"NAT9366  ";"2008JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"625";"NAT9366  ";"2009JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       0";"       0";"       0";""
"626";"NAT9366  ";"2010JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       0";"       0";"       0";""
"627";"NAT9366  ";"2011JJ00";"       0";"       0";"       0";"      15";"       5";"       0";"       5";"       0";"       0";"       5";"       5";"       0";"       0";"       0";"       0";""
"628";"NAT9366  ";"2012JJ00";"       0";"       0";"       0";"      15";"       5";"       5";"       0";"       0";"       5";"       5";"       5";"       0";"       0";"       0";"       0";""
"629";"NAT9366  ";"2013JJ00";"       0";"       0";"       0";"      75";"       5";"       5";"       0";"       0";"      15";"      55";"      50";"       0";"       5";"       0";"       0";""
"630";"NAT9366  ";"2014JJ00";"       0";"       0";"       0";"      35";"       5";"       5";"       5";"       0";"      15";"      10";"      10";"       0";"       0";"       0";"       0";""
"631";"NAT9366  ";"2015JJ00";"       0";"       0";"       0";"      30";"       0";"       0";"       0";"       0";"      20";"       5";"       0";"       5";"       0";"       0";"       0";""
"632";"NAT9366  ";"2016JJ00";"       0";"       0";"       0";"      20";"       5";"       0";"       0";"       0";"       0";"      15";"      10";"       0";"       0";"       0";"       0";""
"633";"NAT9366  ";"2017JJ00";"       0";"       0";"       0";"      20";"      10";"       5";"       5";"       0";"       5";"       5";"       5";"       0";"       0";"       0";"       0";""
"634";"NAT9366  ";"2018JJ00";"       0";"       0";"       0";"      15";"       0";"       0";"       0";"       0";"       0";"      10";"       5";"       0";"       0";"       0";"       0";""
"635";"NAT9366  ";"2019JJ00";"       0";"       0";"       0";"      20";"       5";"       5";"       5";"       0";"       0";"      10";"      10";"       0";"       0";"       0";"       0";""
"636";"NAT9366  ";"2020JJ00";"       0";"       0";"       0";"      15";"       5";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       0";"       0";"       0";""
"637";"NAT9367  ";"2008JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"638";"NAT9367  ";"2009JJ00";"       5";"       0";"       5";"      45";"      35";"      25";"       0";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"639";"NAT9367  ";"2010JJ00";"       0";"       0";"       0";"      60";"      50";"      35";"       5";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"       0";""
"640";"NAT9367  ";"2011JJ00";"       0";"       0";"       0";"      70";"      60";"      45";"      10";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";""
"641";"NAT9367  ";"2012JJ00";"       0";"       0";"       0";"      80";"      60";"      20";"      30";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"       5";""
"642";"NAT9367  ";"2013JJ00";"       0";"       0";"       0";"     110";"      90";"      50";"      40";"       5";"       5";"      10";"       5";"       0";"       0";"       0";"       5";""
"643";"NAT9367  ";"2014JJ00";"       0";"       0";"       0";"      75";"      55";"      35";"      15";"       5";"      10";"       5";"       0";"       0";"       0";"       0";"       5";""
"644";"NAT9367  ";"2015JJ00";"       0";"       0";"       0";"      60";"      40";"      25";"      10";"       0";"      10";"       0";"       0";"       0";"       0";"       0";"      10";""
"645";"NAT9367  ";"2016JJ00";"       0";"       0";"       0";"     100";"      70";"      45";"      20";"       0";"      20";"       0";"       0";"       0";"       0";"       0";"      15";""
"646";"NAT9367  ";"2017JJ00";"       0";"       0";"       0";"      85";"      55";"      30";"      10";"      15";"      10";"       5";"       5";"       0";"       0";"       0";"      15";""
"647";"NAT9367  ";"2018JJ00";"       0";"       0";"       0";"     100";"      65";"      35";"      10";"      20";"      25";"       0";"       0";"       0";"       0";"       0";"       5";""
"648";"NAT9367  ";"2019JJ00";"       0";"       0";"       0";"     115";"      60";"      35";"      15";"      10";"      30";"      10";"      10";"       0";"       0";"       0";"      15";""
"649";"NAT9367  ";"2020JJ00";"       0";"       0";"       0";"      90";"      55";"      35";"      10";"      10";"      15";"      10";"       5";"       0";"       5";"       0";"       5";""
"650";"NAT9368  ";"2008JJ00";"       0";"       0";"       0";"     125";"      50";"      30";"      15";"      10";"      20";"      25";"      15";"       5";"       5";"       0";"      25";""
"651";"NAT9368  ";"2009JJ00";"       0";"       0";"       0";"     145";"      55";"      35";"      10";"      10";"      20";"      65";"      10";"       5";"      50";"       0";"      10";""
"652";"NAT9368  ";"2010JJ00";"       0";"       0";"       0";"     155";"      50";"      35";"       5";"      10";"      35";"      50";"      25";"       5";"      20";"       0";"      15";""
"653";"NAT9368  ";"2011JJ00";"       0";"       0";"       0";"     210";"      65";"      40";"      20";"       5";"      40";"     100";"      25";"      10";"      65";"       0";"       5";""
"654";"NAT9368  ";"2012JJ00";"       0";"       0";"       0";"     155";"      55";"      25";"      15";"      15";"      25";"      70";"      30";"       5";"      35";"       0";"       5";""
"655";"NAT9368  ";"2013JJ00";"       0";"       0";"       0";"      95";"      20";"      10";"      10";"       0";"      10";"      50";"      25";"       0";"      25";"       0";"      15";""
"656";"NAT9368  ";"2014JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"657";"NAT9368  ";"2015JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"658";"NAT9368  ";"2016JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"659";"NAT9368  ";"2017JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"660";"NAT9368  ";"2018JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"661";"NAT9368  ";"2019JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"662";"NAT9368  ";"2020JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"663";"NAT9373  ";"2008JJ00";"       5";"       0";"       0";"     100";"      25";"      15";"       0";"      10";"      15";"      20";"      15";"       0";"      10";"       0";"      45";""
"664";"NAT9373  ";"2009JJ00";"       5";"       0";"       5";"      60";"      30";"      20";"      10";"       5";"       5";"      15";"      10";"       0";"       5";"       0";"      10";""
"665";"NAT9373  ";"2010JJ00";"       0";"       0";"       0";"      60";"      30";"      20";"       0";"       5";"      10";"      15";"      10";"       0";"       0";"       0";"       5";""
"666";"NAT9373  ";"2011JJ00";"       0";"       0";"       0";"      55";"      25";"      15";"      10";"       5";"      15";"      15";"      10";"       5";"       0";"       0";"       5";""
"667";"NAT9373  ";"2012JJ00";"       5";"       5";"       0";"      55";"      30";"      20";"       5";"       5";"      10";"      10";"      10";"       0";"       5";"       0";"       5";""
"668";"NAT9373  ";"2013JJ00";"       0";"       0";"       0";"      85";"      35";"      20";"      10";"       5";"      20";"      25";"      20";"       5";"       5";"       0";"       0";""
"669";"NAT9373  ";"2014JJ00";"      10";"       0";"      10";"      80";"      30";"      15";"      15";"       5";"      20";"      15";"      10";"       5";"       0";"       0";"      15";""
"670";"NAT9373  ";"2015JJ00";"      30";"       5";"      30";"     110";"      25";"      15";"       5";"       5";"      45";"      20";"      20";"       0";"       0";"       0";"      15";""
"671";"NAT9373  ";"2016JJ00";"      25";"      10";"      20";"     115";"      40";"      30";"       5";"       5";"      40";"      25";"      15";"       5";"       5";"       0";"      10";""
"672";"NAT9373  ";"2017JJ00";"      45";"       5";"      35";"     150";"      40";"      25";"      10";"       5";"      50";"      40";"      25";"      10";"       5";"       0";"      15";""
"673";"NAT9373  ";"2018JJ00";"      30";"      15";"      15";"     150";"      45";"      25";"       5";"      10";"      45";"      50";"      35";"      10";"       5";"       0";"      10";""
"674";"NAT9373  ";"2019JJ00";"      25";"      20";"       5";"     230";"      75";"      40";"      15";"      15";"      65";"      75";"      50";"      10";"      15";"       0";"      20";""
"675";"NAT9373  ";"2020JJ00";"      25";"      15";"      10";"     250";"      90";"      45";"      25";"      20";"      85";"      60";"      35";"      10";"      15";"       0";"      10";""
"676";"NAT9374  ";"2008JJ00";"      15";"       0";"       0";"     125";"      15";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     110";""
"677";"NAT9374  ";"2009JJ00";"      25";"      15";"      10";"      75";"      25";"       0";"      20";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"      40";""
"678";"NAT9374  ";"2010JJ00";"      15";"       5";"      10";"      30";"      15";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"      10";""
"679";"NAT9374  ";"2011JJ00";"      10";"       5";"       5";"      15";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";""
"680";"NAT9374  ";"2012JJ00";"      10";"       0";"       5";"      10";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"681";"NAT9374  ";"2013JJ00";"       5";"       5";"       0";"      25";"      10";"       0";"       5";"       5";"      10";"       0";"       0";"       0";"       0";"       5";"       5";""
"682";"NAT9374  ";"2014JJ00";"       5";"       5";"       5";"      20";"      10";"       0";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"683";"NAT9374  ";"2015JJ00";"       5";"       0";"       5";"      15";"      10";"       0";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"684";"NAT9374  ";"2016JJ00";"       0";"       0";"       0";"      20";"      15";"       0";"      15";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"685";"NAT9374  ";"2017JJ00";"       0";"       0";"       0";"      30";"      15";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       5";"       5";""
"686";"NAT9374  ";"2018JJ00";"       0";"       0";"       0";"      30";"      15";"       5";"       5";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"       0";""
"687";"NAT9374  ";"2019JJ00";"       0";"       0";"       0";"      50";"      15";"       0";"       5";"      10";"      25";"       0";"       0";"       0";"       0";"       0";"       5";""
"688";"NAT9374  ";"2020JJ00";"       5";"       0";"       0";"      40";"       5";"       0";"       5";"       0";"      30";"       0";"       0";"       0";"       0";"       0";"       0";""
"689";"NAT9375  ";"2008JJ00";"      30";"       0";"       0";"      30";"      15";"      10";"       5";"       0";"       0";"       5";"       5";"       0";"       0";"       0";"      15";""
"690";"NAT9375  ";"2009JJ00";"      95";"      90";"       5";"      30";"      20";"       5";"      10";"       5";"       0";"       5";"       5";"       0";"       0";"       0";"       0";""
"691";"NAT9375  ";"2010JJ00";"      60";"      55";"      10";"      20";"      15";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"692";"NAT9375  ";"2011JJ00";"      10";"      10";"       0";"      25";"      15";"       5";"       5";"       5";"       0";"      10";"      10";"       0";"       0";"       0";"       0";""
"693";"NAT9375  ";"2012JJ00";"      10";"       5";"       5";"      15";"      15";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"694";"NAT9375  ";"2013JJ00";"      25";"      15";"       5";"      30";"      20";"       5";"      15";"       0";"       5";"       5";"       5";"       0";"       0";"       0";"       0";""
"695";"NAT9375  ";"2014JJ00";"      20";"      15";"       5";"      45";"      35";"      15";"      20";"       0";"       0";"      10";"       5";"       0";"       0";"       0";"       5";""
"696";"NAT9375  ";"2015JJ00";"      45";"      35";"      10";"      20";"      10";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"697";"NAT9375  ";"2016JJ00";"      10";"      10";"       5";"      25";"      10";"       5";"       5";"       0";"      10";"       0";"       0";"       0";"       0";"       0";"       0";""
"698";"NAT9375  ";"2017JJ00";"      15";"      10";"       5";"      35";"      30";"       5";"      10";"      15";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"699";"NAT9375  ";"2018JJ00";"      25";"      20";"       5";"      30";"      20";"       5";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"700";"NAT9375  ";"2019JJ00";"      20";"      10";"      10";"      40";"      20";"       5";"       5";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"      10";""
"701";"NAT9375  ";"2020JJ00";"      30";"      25";"       5";"      25";"       5";"       0";"       5";"       0";"       5";"       5";"       0";"       0";"       0";"       0";"      10";""
"702";"NAT9379  ";"2008JJ00";"       0";"       0";"       0";"     125";"      55";"      30";"      20";"       5";"      25";"      20";"       5";"       0";"      15";"       0";"      20";""
"703";"NAT9379  ";"2009JJ00";"       0";"       0";"       0";"     130";"      50";"      40";"      10";"       0";"      25";"      40";"      15";"       0";"      30";"       0";"      10";""
"704";"NAT9379  ";"2010JJ00";"       0";"       0";"       0";"     110";"      45";"      25";"      10";"      10";"      25";"      25";"       0";"       5";"      15";"       0";"      10";""
"705";"NAT9379  ";"2011JJ00";"       0";"       0";"       0";"     115";"      60";"      40";"      10";"      10";"      25";"      25";"      10";"       5";"      10";"       0";"       5";""
"706";"NAT9379  ";"2012JJ00";"       0";"       0";"       0";"     115";"      45";"      20";"      15";"      10";"      30";"      30";"      10";"       5";"      10";"       5";"       5";""
"707";"NAT9379  ";"2013JJ00";"       0";"       0";"       0";"     175";"      75";"      40";"      30";"       5";"      30";"      65";"      15";"       5";"      45";"       0";"       5";""
"708";"NAT9379  ";"2014JJ00";"       0";"       0";"       0";"     145";"      55";"      30";"      20";"       5";"      40";"      30";"      20";"       5";"       5";"       0";"      20";""
"709";"NAT9379  ";"2015JJ00";"       0";"       0";"       0";"     180";"      70";"      40";"      20";"       5";"      35";"      35";"      25";"       5";"       5";"       0";"      40";""
"710";"NAT9379  ";"2016JJ00";"       0";"       0";"       0";"     205";"      60";"      30";"      15";"      10";"      55";"      50";"      35";"      10";"       0";"       0";"      40";""
"711";"NAT9379  ";"2017JJ00";"       0";"       0";"       0";"     175";"      80";"      40";"      30";"      15";"      30";"      40";"      30";"       5";"       5";"       0";"      25";""
"712";"NAT9379  ";"2018JJ00";"       0";"       0";"       0";"     220";"      75";"      30";"      25";"      25";"      40";"      55";"      45";"       5";"       0";"       0";"      50";""
"713";"NAT9379  ";"2019JJ00";"       0";"       0";"       0";"     230";"      80";"      35";"      30";"      15";"      25";"      50";"      35";"       5";"       5";"       0";"      70";""
"714";"NAT9379  ";"2020JJ00";"       0";"       0";"       0";"     205";"      70";"      30";"      30";"      10";"      35";"      35";"      25";"       5";"      10";"       0";"      65";""
"715";"NAT9382  ";"2008JJ00";"       0";"       0";"       0";"     140";"      35";"      10";"      25";"       0";"      85";"      20";"      15";"       0";"       0";"       0";"       0";""
"716";"NAT9382  ";"2009JJ00";"       0";"       0";"       0";"     230";"     110";"      30";"      85";"       0";"      85";"      25";"      20";"       5";"       0";"       0";"      10";""
"717";"NAT9382  ";"2010JJ00";"       0";"       0";"       0";"     370";"     135";"      40";"      95";"       0";"     190";"      25";"      20";"       0";"       5";"       0";"      20";""
"718";"NAT9382  ";"2011JJ00";"       0";"       0";"       0";"     195";"     100";"      35";"      65";"       0";"      60";"      35";"      25";"       5";"       5";"       0";"       0";""
"719";"NAT9382  ";"2012JJ00";"       0";"       0";"       0";"     150";"      60";"      20";"      35";"       0";"      60";"      30";"      25";"       0";"       0";"       0";"       0";""
"720";"NAT9382  ";"2013JJ00";"       0";"       0";"       0";"     220";"      90";"      35";"      55";"       0";"      65";"      65";"      60";"       5";"       0";"       0";"       0";""
"721";"NAT9382  ";"2014JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"722";"NAT9382  ";"2015JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"723";"NAT9382  ";"2016JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"724";"NAT9382  ";"2017JJ00";"       0";"       0";"       0";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"725";"NAT9382  ";"2018JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"726";"NAT9382  ";"2019JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"727";"NAT9382  ";"2020JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"728";"NAT9383  ";"2008JJ00";"       0";"       0";"       0";"     265";"     115";"      55";"      50";"      10";"      50";"     100";"      75";"       5";"      20";"       0";"       5";""
"729";"NAT9383  ";"2009JJ00";"       0";"       0";"       0";"     245";"      90";"      50";"      40";"       5";"      35";"     110";"      65";"      15";"      30";"       0";"       5";""
"730";"NAT9383  ";"2010JJ00";"       0";"       0";"       0";"     290";"     135";"      65";"      60";"      10";"      30";"     115";"      80";"      25";"      10";"       0";"       5";""
"731";"NAT9383  ";"2011JJ00";"       5";"       0";"       5";"     240";"      90";"      45";"      40";"       5";"      40";"     105";"      70";"      20";"      15";"       0";"       5";""
"732";"NAT9383  ";"2012JJ00";"       0";"       0";"       0";"     270";"     120";"      65";"      50";"      10";"      40";"     110";"      80";"      20";"      10";"       0";"       0";""
"733";"NAT9383  ";"2013JJ00";"       0";"       0";"       0";"     280";"     135";"      65";"      70";"       0";"      45";"     100";"      65";"      30";"       5";"       0";"       0";""
"734";"NAT9383  ";"2014JJ00";"       0";"       0";"       0";"     280";"     110";"      55";"      50";"       0";"      60";"     105";"      75";"      25";"       0";"       0";"      10";""
"735";"NAT9383  ";"2015JJ00";"       0";"       0";"       0";"     265";"      85";"      40";"      45";"       0";"      90";"      90";"      80";"      10";"       0";"       0";"       5";""
"736";"NAT9383  ";"2016JJ00";"       0";"       0";"       0";"     305";"      80";"      45";"      35";"       0";"      80";"     135";"     115";"      15";"      10";"       0";"      10";""
"737";"NAT9383  ";"2017JJ00";"       0";"       0";"       0";"     270";"     100";"      55";"      40";"       5";"      80";"      75";"      60";"      10";"       5";"       0";"      15";""
"738";"NAT9383  ";"2018JJ00";"       0";"       0";"       0";"     300";"      85";"      50";"      25";"       5";"      90";"     110";"      90";"      10";"      10";"       0";"      15";""
"739";"NAT9383  ";"2019JJ00";"       0";"       0";"       0";"     365";"     120";"      60";"      55";"      10";"     110";"     120";"      90";"      15";"      10";"       0";"      15";""
"740";"NAT9383  ";"2020JJ00";"       0";"       0";"       0";"     200";"      80";"      40";"      30";"      10";"      45";"      65";"      50";"      10";"       5";"       0";"      10";""
"741";"NAT9387  ";"2008JJ00";"       0";"       0";"       0";"    2500";"    2220";"    1060";"     955";"     205";"      80";"      60";"      25";"       0";"      35";"       0";"     140";""
"742";"NAT9387  ";"2009JJ00";"       0";"       0";"       0";"    2290";"    2035";"    1045";"     755";"     240";"      55";"      55";"      15";"       0";"      35";"       0";"     140";""
"743";"NAT9387  ";"2010JJ00";"       0";"       0";"       0";"    2090";"    1845";"    1095";"     565";"     190";"      25";"      70";"      10";"       0";"      60";"       0";"     145";""
"744";"NAT9387  ";"2011JJ00";"       0";"       0";"       0";"    2190";"    1875";"    1130";"     545";"     200";"      40";"      60";"      10";"       0";"      50";"       5";"     205";""
"745";"NAT9387  ";"2012JJ00";"       0";"       0";"       0";"    1745";"    1505";"     820";"     485";"     200";"      30";"      50";"       5";"       0";"      45";"       0";"     160";""
"746";"NAT9387  ";"2013JJ00";"       0";"       0";"       0";"    1970";"    1685";"    1055";"     480";"     150";"      35";"      45";"      15";"       5";"      30";"       5";"     200";""
"747";"NAT9387  ";"2014JJ00";"       5";"       5";"       5";"    1740";"    1425";"     995";"     350";"      80";"      40";"      45";"      15";"       0";"      30";"       5";"     220";""
"748";"NAT9387  ";"2015JJ00";"      15";"       5";"      10";"    1425";"    1050";"     690";"     305";"      55";"      45";"      45";"      20";"       0";"      25";"       5";"     280";""
"749";"NAT9387  ";"2016JJ00";"      25";"      20";"       5";"    1645";"    1215";"     890";"     265";"      60";"      60";"      30";"      15";"       0";"      15";"       5";"     335";""
"750";"NAT9387  ";"2017JJ00";"      30";"      15";"      15";"    1700";"    1340";"     890";"     285";"     170";"      85";"      35";"      15";"       0";"      15";"       5";"     235";""
"751";"NAT9387  ";"2018JJ00";"      10";"       5";"       5";"    2030";"    1605";"    1005";"     260";"     345";"      80";"      35";"      20";"       5";"      10";"       5";"     305";""
"752";"NAT9387  ";"2019JJ00";"      15";"      10";"       5";"    2555";"    2055";"    1080";"     305";"     665";"     100";"     100";"      60";"       5";"      35";"       5";"     300";""
"753";"NAT9387  ";"2020JJ00";"      20";"      10";"      10";"    1835";"    1440";"     820";"     220";"     395";"      55";"      70";"      30";"       5";"      30";"       0";"     265";""
"754";"NAT9390  ";"2008JJ00";"       0";"       0";"       0";"     465";"     145";"      95";"      15";"      30";"     170";"     140";"      75";"      15";"      45";"       0";"      10";""
"755";"NAT9390  ";"2009JJ00";"       0";"       0";"       0";"     435";"     150";"     100";"      15";"      35";"     170";"     100";"      45";"      15";"      40";"       0";"      15";""
"756";"NAT9390  ";"2010JJ00";"       0";"       0";"       0";"     520";"     155";"      90";"      30";"      35";"     230";"     120";"      55";"      20";"      45";"       0";"      15";""
"757";"NAT9390  ";"2011JJ00";"       0";"       0";"       0";"     525";"     145";"      95";"      25";"      25";"     265";"      95";"      40";"      25";"      35";"       0";"      15";""
"758";"NAT9390  ";"2012JJ00";"       0";"       0";"       0";"     465";"     120";"      70";"      25";"      20";"     230";"     105";"      50";"      30";"      25";"       0";"      15";""
"759";"NAT9390  ";"2013JJ00";"       0";"       0";"       0";"     695";"     195";"     115";"      70";"      10";"     325";"     150";"      55";"      50";"      45";"       0";"      25";""
"760";"NAT9390  ";"2014JJ00";"       0";"       0";"       0";"     590";"     130";"     100";"      30";"       5";"     305";"     115";"      45";"      50";"      20";"       0";"      35";""
"761";"NAT9390  ";"2015JJ00";"       0";"       0";"       0";"     730";"     150";"     110";"      40";"       5";"     385";"     140";"      60";"      50";"      30";"       0";"      55";""
"762";"NAT9390  ";"2016JJ00";"       0";"       0";"       0";"     745";"     135";"     100";"      35";"       5";"     380";"     165";"      75";"      60";"      30";"       0";"      65";""
"763";"NAT9390  ";"2017JJ00";"       0";"       0";"       0";"     890";"     195";"     135";"      45";"      10";"     435";"     215";"     105";"      60";"      45";"       0";"      50";""
"764";"NAT9390  ";"2018JJ00";"       0";"       0";"       0";"     950";"     260";"     170";"      70";"      20";"     385";"     230";"     110";"      55";"      65";"       0";"      75";""
"765";"NAT9390  ";"2019JJ00";"       0";"       0";"       0";"    1025";"     285";"     185";"      60";"      40";"     405";"     225";"     115";"      50";"      55";"       0";"     115";""
"766";"NAT9390  ";"2020JJ00";"       0";"       0";"       0";"     720";"     200";"     135";"      45";"      20";"     230";"     205";"     110";"      60";"      35";"       0";"      85";""
"767";"NAT9391  ";"2008JJ00";"       5";"       0";"       0";"     115";"      40";"      15";"      10";"      15";"      30";"      35";"       5";"       0";"      30";"       0";"      10";""
"768";"NAT9391  ";"2009JJ00";"       0";"       0";"       0";"      75";"      20";"      10";"       0";"       5";"      20";"      30";"       5";"       0";"      25";"       0";"       5";""
"769";"NAT9391  ";"2010JJ00";"       0";"       0";"       0";"      80";"      30";"      15";"      10";"       5";"      15";"      25";"       5";"       0";"      20";"       0";"       5";""
"770";"NAT9391  ";"2011JJ00";"       0";"       0";"       0";"      75";"      15";"       5";"       0";"       5";"      20";"      35";"       5";"       0";"      30";"       0";"       5";""
"771";"NAT9391  ";"2012JJ00";"       0";"       0";"       0";"      60";"      20";"       5";"       5";"      10";"      15";"      25";"       5";"       0";"      20";"       0";"       0";""
"772";"NAT9391  ";"2013JJ00";"       0";"       0";"       0";"      65";"      30";"      10";"      10";"       5";"      15";"      15";"      10";"       0";"      10";"       0";"       5";""
"773";"NAT9391  ";"2014JJ00";"       0";"       0";"       0";"      35";"      10";"       5";"       0";"       0";"      10";"       5";"       0";"       0";"       0";"       0";"      10";""
"774";"NAT9391  ";"2015JJ00";"       5";"       0";"       5";"      30";"      10";"       5";"       5";"       0";"      10";"       5";"       0";"       0";"       5";"       0";"      10";""
"775";"NAT9391  ";"2016JJ00";"       0";"       0";"       0";"      50";"      20";"      10";"       5";"       0";"      10";"      10";"      10";"       0";"       0";"       0";"      10";""
