Nationality;Periods;TotalResidencePermitsAsylum_1;RefugeeStatusBeneficiaryStatus_2;HumanitarianReasons_3;TotalOrdinaryResidencePermit_4;TotalFamilyReunificationFormation_5;HusbandWife_6;ChildUnder18_7;OtherFamilyReunification_8;Study_9;TotalLabour_10;HighlySkilledMigrantBlueCardHolder_11;Researcher_12;OtherLabour_13;VictimOfHumanTrade_14;OtherOrdinary_15;SinglePermitGVVA_16
NAT9360  ;2020JJ00;0;0;0;65;35;10;10;15;0;0;0;0;0;0;30;
NAT9361  ;2008JJ00;10;0;0;180;60;20;30;10;55;5;5;0;0;0;60;
NAT9361  ;2009JJ00;10;5;5;180;75;20;45;10;80;10;5;0;5;0;15;
NAT9361  ;2010JJ00;5;0;5;150;65;30;20;15;55;15;5;0;5;0;15;
NAT9361  ;2011JJ00;5;5;0;125;60;30;25;5;45;10;5;5;5;5;5;
NAT9361  ;2012JJ00;10;5;5;125;60;20;25;10;45;10;5;5;0;5;5;
NAT9361  ;2013JJ00;0;0;0;135;65;20;30;15;45;10;5;0;5;5;10;
NAT9361  ;2014JJ00;20;15;0;95;50;15;30;5;25;10;5;0;0;0;5;
NAT9361  ;2015JJ00;10;5;5;75;35;15;20;0;20;5;5;0;0;5;10;
NAT9361  ;2016JJ00;10;5;0;80;35;15;15;10;25;5;0;5;0;0;20;
NAT9361  ;2017JJ00;10;10;0;105;50;10;20;20;30;5;0;0;5;5;15;
NAT9361  ;2018JJ00;5;5;0;100;40;10;20;5;35;15;5;10;0;0;10;
NAT9361  ;2019JJ00;0;0;0;115;45;15;20;10;35;15;10;5;0;5;15;
NAT9361  ;2020JJ00;5;5;0;105;45;20;15;10;40;15;5;0;5;0;5;
NAT9363  ;2008JJ00;0;0;0;100;25;15;5;5;25;35;20;0;10;0;20;
NAT9363  ;2009JJ00;5;5;5;85;40;20;20;5;25;15;10;0;5;0;0;
NAT9363  ;2010JJ00;10;5;5;145;65;30;25;10;35;45;35;5;5;0;5;
NAT9363  ;2011JJ00;0;0;0;110;50;20;25;0;40;20;15;0;5;0;5;
NAT9363  ;2012JJ00;5;0;0;100;40;15;15;10;35;20;15;5;5;0;5;
NAT9363  ;2013JJ00;5;0;5;130;50;25;20;5;50;25;20;5;0;0;5;
NAT9363  ;2014JJ00;5;5;5;130;50;25;20;0;45;30;25;0;5;0;5;
NAT9363  ;2015JJ00;0;0;0;150;55;30;20;5;55;30;20;0;5;0;10;
NAT9363  ;2016JJ00;0;0;0;145;60;30;25;5;50;35;30;0;5;0;5;
NAT9363  ;2017JJ00;5;5;0;165;50;30;15;0;70;45;35;5;5;0;5;
NAT9363  ;2018JJ00;0;0;0;225;90;45;35;10;65;55;45;5;5;0;10;
NAT9363  ;2019JJ00;5;5;0;305;120;60;55;5;100;65;55;5;10;0;15;
NAT9363  ;2020JJ00;5;5;0;205;55;25;25;5;105;35;30;0;5;0;10;
NAT9364  ;2008JJ00;0;0;0;200;70;35;30;5;85;40;10;10;25;0;10;
NAT9364  ;2009JJ00;10;5;5;215;70;30;30;10;100;40;10;20;15;0;5;
NAT9364  ;2010JJ00;10;5;5;195;60;25;25;10;85;35;5;20;15;0;10;
NAT9364  ;2011JJ00;0;0;0;205;100;40;50;5;65;35;10;15;15;5;0;
NAT9364  ;2012JJ00;5;5;5;170;55;30;15;10;80;35;5;15;15;0;5;
NAT9364  ;2013JJ00;5;0;0;190;80;50;25;5;80;25;10;15;5;0;5;
NAT9364  ;2014JJ00;10;0;10;160;65;40;20;5;60;30;5;20;5;0;5;
NAT9364  ;2015JJ00;0;0;0;195;75;40;30;5;75;40;15;25;5;0;10;
NAT9364  ;2016JJ00;0;0;0;185;45;30;15;5;85;40;10;15;15;0;10;
NAT9364  ;2017JJ00;5;5;0;210;70;40;20;10;85;35;15;15;10;0;15;
NAT9364  ;2018JJ00;0;0;0;220;85;40;35;10;75;45;10;20;15;0;15;
NAT9364  ;2019JJ00;0;0;0;220;95;35;25;30;55;50;20;20;10;0;20;
NAT9364  ;2020JJ00;0;0;0;195;85;45;30;10;65;30;10;5;10;0;15;
NAT9366  ;2008JJ00;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;
NAT9366  ;2009JJ00;0;0;0;5;0;0;0;0;0;5;5;0;0;0;0;
NAT9366  ;2010JJ00;0;0;0;5;0;0;0;0;0;5;5;0;0;0;0;
NAT9366  ;2011JJ00;0;0;0;15;5;0;5;0;0;5;5;0;0;0;0;
NAT9366  ;2012JJ00;0;0;0;15;5;5;0;0;5;5;5;0;0;0;0;
NAT9366  ;2013JJ00;0;0;0;75;5;5;0;0;15;55;50;0;5;0;0;
NAT9366  ;2014JJ00;0;0;0;35;5;5;5;0;15;10;10;0;0;0;0;
NAT9366  ;2015JJ00;0;0;0;30;0;0;0;0;20;5;0;5;0;0;0;
NAT9366  ;2016JJ00;0;0;0;20;5;0;0;0;0;15;10;0;0;0;0;
NAT9366  ;2017JJ00;0;0;0;20;10;5;5;0;5;5;5;0;0;0;0;
NAT9366  ;2018JJ00;0;0;0;15;0;0;0;0;0;10;5;0;0;0;0;
NAT9366  ;2019JJ00;0;0;0;20;5;5;5;0;0;10;10;0;0;0;0;
NAT9366  ;2020JJ00;0;0;0;15;5;0;0;0;0;5;5;0;0;0;0;
NAT9367  ;2008JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9367  ;2009JJ00;5;0;5;45;35;25;0;5;5;0;0;0;0;0;5;
NAT9367  ;2010JJ00;0;0;0;60;50;35;5;5;10;0;0;0;0;0;0;
NAT9367  ;2011JJ00;0;0;0;70;60;45;10;5;5;5;0;0;0;0;0;
NAT9367  ;2012JJ00;0;0;0;80;60;20;30;5;10;0;0;0;0;0;5;
NAT9367  ;2013JJ00;0;0;0;110;90;50;40;5;5;10;5;0;0;0;5;
NAT9367  ;2014JJ00;0;0;0;75;55;35;15;5;10;5;0;0;0;0;5;
NAT9367  ;2015JJ00;0;0;0;60;40;25;10;0;10;0;0;0;0;0;10;
NAT9367  ;2016JJ00;0;0;0;100;70;45;20;0;20;0;0;0;0;0;15;
NAT9367  ;2017JJ00;0;0;0;85;55;30;10;15;10;5;5;0;0;0;15;
NAT9367  ;2018JJ00;0;0;0;100;65;35;10;20;25;0;0;0;0;0;5;
NAT9367  ;2019JJ00;0;0;0;115;60;35;15;10;30;10;10;0;0;0;15;
NAT9367  ;2020JJ00;0;0;0;90;55;35;10;10;15;10;5;0;5;0;5;
NAT9368  ;2008JJ00;0;0;0;125;50;30;15;10;20;25;15;5;5;0;25;
NAT9368  ;2009JJ00;0;0;0;145;55;35;10;10;20;65;10;5;50;0;10;
NAT9368  ;2010JJ00;0;0;0;155;50;35;5;10;35;50;25;5;20;0;15;
NAT9368  ;2011JJ00;0;0;0;210;65;40;20;5;40;100;25;10;65;0;5;
NAT9368  ;2012JJ00;0;0;0;155;55;25;15;15;25;70;30;5;35;0;5;
NAT9368  ;2013JJ00;0;0;0;95;20;10;10;0;10;50;25;0;25;0;15;
NAT9368  ;2014JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9368  ;2015JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9368  ;2016JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9368  ;2017JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9368  ;2018JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9368  ;2019JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9368  ;2020JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9373  ;2008JJ00;5;0;0;100;25;15;0;10;15;20;15;0;10;0;45;
NAT9373  ;2009JJ00;5;0;5;60;30;20;10;5;5;15;10;0;5;0;10;
NAT9373  ;2010JJ00;0;0;0;60;30;20;0;5;10;15;10;0;0;0;5;
NAT9373  ;2011JJ00;0;0;0;55;25;15;10;5;15;15;10;5;0;0;5;
NAT9373  ;2012JJ00;5;5;0;55;30;20;5;5;10;10;10;0;5;0;5;
NAT9373  ;2013JJ00;0;0;0;85;35;20;10;5;20;25;20;5;5;0;0;
NAT9373  ;2014JJ00;10;0;10;80;30;15;15;5;20;15;10;5;0;0;15;
NAT9373  ;2015JJ00;30;5;30;110;25;15;5;5;45;20;20;0;0;0;15;
NAT9373  ;2016JJ00;25;10;20;115;40;30;5;5;40;25;15;5;5;0;10;
NAT9373  ;2017JJ00;45;5;35;150;40;25;10;5;50;40;25;10;5;0;15;
NAT9373  ;2018JJ00;30;15;15;150;45;25;5;10;45;50;35;10;5;0;10;
NAT9373  ;2019JJ00;25;20;5;230;75;40;15;15;65;75;50;10;15;0;20;
NAT9373  ;2020JJ00;25;15;10;250;90;45;25;20;85;60;35;10;15;0;10;
NAT9374  ;2008JJ00;15;0;0;125;15;5;10;0;0;0;0;0;0;0;110;
NAT9374  ;2009JJ00;25;15;10;75;25;0;20;5;10;0;0;0;0;0;40;
NAT9374  ;2010JJ00;15;5;10;30;15;5;5;5;5;0;0;0;0;0;10;
NAT9374  ;2011JJ00;10;5;5;15;5;0;5;0;0;0;0;0;0;5;5;
NAT9374  ;2012JJ00;10;0;5;10;5;0;5;0;0;0;0;0;0;0;5;
NAT9374  ;2013JJ00;5;5;0;25;10;0;5;5;10;0;0;0;0;5;5;
NAT9374  ;2014JJ00;5;5;5;20;10;0;5;0;5;0;0;0;0;0;5;
NAT9374  ;2015JJ00;5;0;5;15;10;0;5;5;5;0;0;0;0;0;5;
NAT9374  ;2016JJ00;0;0;0;20;15;0;15;0;5;0;0;0;0;0;0;
NAT9374  ;2017JJ00;0;0;0;30;15;5;5;5;5;0;0;0;0;5;5;
NAT9374  ;2018JJ00;0;0;0;30;15;5;5;5;10;0;0;0;0;0;0;
NAT9374  ;2019JJ00;0;0;0;50;15;0;5;10;25;0;0;0;0;0;5;
NAT9374  ;2020JJ00;5;0;0;40;5;0;5;0;30;0;0;0;0;0;0;
NAT9375  ;2008JJ00;30;0;0;30;15;10;5;0;0;5;5;0;0;0;15;
NAT9375  ;2009JJ00;95;90;5;30;20;5;10;5;0;5;5;0;0;0;0;
NAT9375  ;2010JJ00;60;55;10;20;15;5;5;5;0;0;0;0;0;0;5;
NAT9375  ;2011JJ00;10;10;0;25;15;5;5;5;0;10;10;0;0;0;0;
NAT9375  ;2012JJ00;10;5;5;15;15;5;5;0;0;0;0;0;0;0;0;
NAT9375  ;2013JJ00;25;15;5;30;20;5;15;0;5;5;5;0;0;0;0;
NAT9375  ;2014JJ00;20;15;5;45;35;15;20;0;0;10;5;0;0;0;5;
NAT9375  ;2015JJ00;45;35;10;20;10;5;0;0;5;0;0;0;0;0;5;
NAT9375  ;2016JJ00;10;10;5;25;10;5;5;0;10;0;0;0;0;0;0;
NAT9375  ;2017JJ00;15;10;5;35;30;5;10;15;5;0;0;0;0;0;0;
NAT9375  ;2018JJ00;25;20;5;30;20;5;10;5;0;0;0;0;0;0;10;
NAT9375  ;2019JJ00;20;10;10;40;20;5;5;10;5;0;0;0;0;0;10;
NAT9375  ;2020JJ00;30;25;5;25;5;0;5;0;5;5;0;0;0;0;10;
NAT9379  ;2008JJ00;0;0;0;125;55;30;20;5;25;20;5;0;15;0;20;
NAT9379  ;2009JJ00;0;0;0;130;50;40;10;0;25;40;15;0;30;0;10;
NAT9379  ;2010JJ00;0;0;0;110;45;25;10;10;25;25;0;5;15;0;10;
NAT9379  ;2011JJ00;0;0;0;115;60;40;10;10;25;25;10;5;10;0;5;
NAT9379  ;2012JJ00;0;0;0;115;45;20;15;10;30;30;10;5;10;5;5;
NAT9379  ;2013JJ00;0;0;0;175;75;40;30;5;30;65;15;5;45;0;5;
NAT9379  ;2014JJ00;0;0;0;145;55;30;20;5;40;30;20;5;5;0;20;
NAT9379  ;2015JJ00;0;0;0;180;70;40;20;5;35;35;25;5;5;0;40;
NAT9379  ;2016JJ00;0;0;0;205;60;30;15;10;55;50;35;10;0;0;40;
NAT9379  ;2017JJ00;0;0;0;175;80;40;30;15;30;40;30;5;5;0;25;
NAT9379  ;2018JJ00;0;0;0;220;75;30;25;25;40;55;45;5;0;0;50;
NAT9379  ;2019JJ00;0;0;0;230;80;35;30;15;25;50;35;5;5;0;70;
NAT9379  ;2020JJ00;0;0;0;205;70;30;30;10;35;35;25;5;10;0;65;
NAT9382  ;2008JJ00;0;0;0;140;35;10;25;0;85;20;15;0;0;0;0;
NAT9382  ;2009JJ00;0;0;0;230;110;30;85;0;85;25;20;5;0;0;10;
NAT9382  ;2010JJ00;0;0;0;370;135;40;95;0;190;25;20;0;5;0;20;
NAT9382  ;2011JJ00;0;0;0;195;100;35;65;0;60;35;25;5;5;0;0;
NAT9382  ;2012JJ00;0;0;0;150;60;20;35;0;60;30;25;0;0;0;0;
NAT9382  ;2013JJ00;0;0;0;220;90;35;55;0;65;65;60;5;0;0;0;
NAT9382  ;2014JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9382  ;2015JJ00;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;
NAT9382  ;2016JJ00;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;
NAT9382  ;2017JJ00;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;
NAT9382  ;2018JJ00;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;
NAT9382  ;2019JJ00;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;
NAT9382  ;2020JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9383  ;2008JJ00;0;0;0;265;115;55;50;10;50;100;75;5;20;0;5;
NAT9383  ;2009JJ00;0;0;0;245;90;50;40;5;35;110;65;15;30;0;5;
NAT9383  ;2010JJ00;0;0;0;290;135;65;60;10;30;115;80;25;10;0;5;
NAT9383  ;2011JJ00;5;0;5;240;90;45;40;5;40;105;70;20;15;0;5;
NAT9383  ;2012JJ00;0;0;0;270;120;65;50;10;40;110;80;20;10;0;0;
NAT9383  ;2013JJ00;0;0;0;280;135;65;70;0;45;100;65;30;5;0;0;
NAT9383  ;2014JJ00;0;0;0;280;110;55;50;0;60;105;75;25;0;0;10;
NAT9383  ;2015JJ00;0;0;0;265;85;40;45;0;90;90;80;10;0;0;5;
NAT9383  ;2016JJ00;0;0;0;305;80;45;35;0;80;135;115;15;10;0;10;
NAT9383  ;2017JJ00;0;0;0;270;100;55;40;5;80;75;60;10;5;0;15;
NAT9383  ;2018JJ00;0;0;0;300;85;50;25;5;90;110;90;10;10;0;15;
NAT9383  ;2019JJ00;0;0;0;365;120;60;55;10;110;120;90;15;10;0;15;
NAT9383  ;2020JJ00;0;0;0;200;80;40;30;10;45;65;50;10;5;0;10;
NAT9387  ;2008JJ00;0;0;0;2500;2220;1060;955;205;80;60;25;0;35;0;140;
NAT9387  ;2009JJ00;0;0;0;2290;2035;1045;755;240;55;55;15;0;35;0;140;
NAT9387  ;2010JJ00;0;0;0;2090;1845;1095;565;190;25;70;10;0;60;0;145;
NAT9387  ;2011JJ00;0;0;0;2190;1875;1130;545;200;40;60;10;0;50;5;205;
NAT9387  ;2012JJ00;0;0;0;1745;1505;820;485;200;30;50;5;0;45;0;160;
NAT9387  ;2013JJ00;0;0;0;1970;1685;1055;480;150;35;45;15;5;30;5;200;
NAT9387  ;2014JJ00;5;5;5;1740;1425;995;350;80;40;45;15;0;30;5;220;
NAT9387  ;2015JJ00;15;5;10;1425;1050;690;305;55;45;45;20;0;25;5;280;
NAT9387  ;2016JJ00;25;20;5;1645;1215;890;265;60;60;30;15;0;15;5;335;
NAT9387  ;2017JJ00;30;15;15;1700;1340;890;285;170;85;35;15;0;15;5;235;
NAT9387  ;2018JJ00;10;5;5;2030;1605;1005;260;345;80;35;20;5;10;5;305;
NAT9387  ;2019JJ00;15;10;5;2555;2055;1080;305;665;100;100;60;5;35;5;300;
NAT9387  ;2020JJ00;20;10;10;1835;1440;820;220;395;55;70;30;5;30;0;265;
NAT9390  ;2008JJ00;0;0;0;465;145;95;15;30;170;140;75;15;45;0;10;
NAT9390  ;2009JJ00;0;0;0;435;150;100;15;35;170;100;45;15;40;0;15;
NAT9390  ;2010JJ00;0;0;0;520;155;90;30;35;230;120;55;20;45;0;15;
NAT9390  ;2011JJ00;0;0;0;525;145;95;25;25;265;95;40;25;35;0;15;
NAT9390  ;2012JJ00;0;0;0;465;120;70;25;20;230;105;50;30;25;0;15;
NAT9390  ;2013JJ00;0;0;0;695;195;115;70;10;325;150;55;50;45;0;25;
NAT9390  ;2014JJ00;0;0;0;590;130;100;30;5;305;115;45;50;20;0;35;
NAT9390  ;2015JJ00;0;0;0;730;150;110;40;5;385;140;60;50;30;0;55;
NAT9390  ;2016JJ00;0;0;0;745;135;100;35;5;380;165;75;60;30;0;65;
NAT9390  ;2017JJ00;0;0;0;890;195;135;45;10;435;215;105;60;45;0;50;
NAT9390  ;2018JJ00;0;0;0;950;260;170;70;20;385;230;110;55;65;0;75;
NAT9390  ;2019JJ00;0;0;0;1025;285;185;60;40;405;225;115;50;55;0;115;
NAT9390  ;2020JJ00;0;0;0;720;200;135;45;20;230;205;110;60;35;0;85;
NAT9391  ;2008JJ00;5;0;0;115;40;15;10;15;30;35;5;0;30;0;10;
NAT9391  ;2009JJ00;0;0;0;75;20;10;0;5;20;30;5;0;25;0;5;
NAT9391  ;2010JJ00;0;0;0;80;30;15;10;5;15;25;5;0;20;0;5;
NAT9391  ;2011JJ00;0;0;0;75;15;5;0;5;20;35;5;0;30;0;5;
NAT9391  ;2012JJ00;0;0;0;60;20;5;5;10;15;25;5;0;20;0;0;
NAT9391  ;2013JJ00;0;0;0;65;30;10;10;5;15;15;10;0;10;0;5;
NAT9391  ;2014JJ00;0;0;0;35;10;5;0;0;10;5;0;0;0;0;10;
NAT9391  ;2015JJ00;5;0;5;30;10;5;5;0;10;5;0;0;5;0;10;
NAT9391  ;2016JJ00;0;0;0;50;20;10;5;0;10;10;10;0;0;0;10;
NAT9391  ;2017JJ00;0;0;0;65;20;10;5;0;15;10;10;0;0;0;25;
NAT9391  ;2018JJ00;0;0;0;55;15;10;5;5;10;10;5;0;5;0;15;
NAT9391  ;2019JJ00;0;0;0;70;15;5;5;5;15;5;5;0;0;0;35;
NAT9391  ;2020JJ00;5;0;0;70;20;10;5;5;15;10;5;0;0;0;25;
NAT9393  ;2008JJ00;5;0;0;75;15;5;5;5;5;15;0;0;10;0;40;
NAT9393  ;2009JJ00;5;0;5;45;15;5;5;5;15;10;0;5;5;0;10;
NAT9393  ;2010JJ00;5;5;0;35;10;5;0;5;15;0;0;0;0;0;5;
NAT9393  ;2011JJ00;5;5;0;20;5;5;0;0;10;5;0;5;0;0;0;
NAT9393  ;2012JJ00;0;0;0;40;20;5;5;5;15;5;0;0;0;0;0;
NAT9393  ;2013JJ00;0;0;0;40;20;5;10;5;10;5;0;5;0;0;5;
NAT9393  ;2014JJ00;15;10;5;20;5;5;0;0;5;0;0;0;0;0;5;
NAT9393  ;2015JJ00;5;0;5;35;10;10;5;0;10;10;5;5;0;0;5;
NAT9393  ;2016JJ00;5;5;0;45;20;10;10;0;10;5;0;5;0;0;5;
NAT9393  ;2017JJ00;10;5;5;45;25;10;10;5;10;5;0;5;0;0;5;
NAT9393  ;2018JJ00;0;0;0;35;25;10;10;5;5;5;0;5;0;0;0;
NAT9393  ;2019JJ00;0;0;0;60;15;10;5;5;5;5;0;5;0;0;40;
NAT9393  ;2020JJ00;0;0;0;25;5;0;0;5;5;5;0;0;0;0;5;
NAT9396  ;2008JJ00;165;0;0;15;5;0;0;5;0;0;0;0;0;0;10;
NAT9396  ;2009JJ00;95;80;15;10;0;0;0;0;10;0;0;0;0;0;0;
NAT9396  ;2010JJ00;165;65;100;10;5;5;0;0;5;0;0;0;0;0;0;
NAT9396  ;2011JJ00;145;100;45;10;5;0;5;0;5;0;0;0;0;0;0;
NAT9396  ;2012JJ00;35;15;20;10;5;5;5;0;0;5;0;0;0;0;0;
NAT9396  ;2013JJ00;55;20;35;25;10;0;10;0;5;5;0;0;0;0;0;
NAT9396  ;2014JJ00;30;20;15;30;10;0;10;0;15;0;0;0;0;0;0;
NAT9396  ;2015JJ00;30;25;5;25;5;5;5;0;15;5;0;5;0;0;0;
NAT9396  ;2016JJ00;35;25;10;20;10;5;5;0;5;5;0;5;0;0;0;
NAT9396  ;2017JJ00;30;10;25;35;15;5;5;0;20;0;0;0;0;0;0;
NAT9396  ;2018JJ00;20;10;10;20;5;5;5;0;10;0;0;0;0;0;0;
NAT9396  ;2019JJ00;10;5;5;40;10;5;5;0;20;5;0;0;5;0;0;
NAT9396  ;2020JJ00;10;10;0;30;10;5;5;0;15;0;0;0;0;0;0;
NAT9399  ;2008JJ00;65;0;0;145;30;15;5;5;80;20;10;0;10;0;15;
NAT9399  ;2009JJ00;45;15;30;185;40;20;10;5;130;10;5;0;5;0;5;
NAT9399  ;2010JJ00;45;25;15;170;35;20;10;5;115;15;5;5;5;0;0;
NAT9399  ;2011JJ00;50;30;20;120;35;20;5;5;75;15;10;0;5;0;0;
NAT9399  ;2012JJ00;35;10;25;165;40;25;10;5;80;40;5;5;30;0;5;
NAT9399  ;2013JJ00;45;15;25;170;60;30;25;0;85;25;5;10;5;0;0;
NAT9399  ;2014JJ00;55;15;40;190;75;55;15;0;90;15;5;5;5;0;10;
NAT9399  ;2015JJ00;20;0;15;170;50;40;5;0;95;20;5;5;10;0;5;
NAT9399  ;2016JJ00;10;5;5;250;70;45;20;0;135;35;10;15;10;0;10;
NAT9399  ;2017JJ00;5;5;0;190;60;40;15;5;90;30;10;10;10;0;5;
NAT9399  ;2018JJ00;0;0;0;180;65;45;15;5;65;40;5;10;25;0;10;
NAT9399  ;2019JJ00;5;5;0;190;70;45;20;5;75;35;10;5;20;0;15;
NAT9399  ;2020JJ00;5;5;5;115;40;20;15;0;40;25;5;5;20;0;10;
NAT9401  ;2008JJ00;0;0;0;280;65;30;15;15;25;60;55;0;5;0;130;
NAT9401  ;2009JJ00;0;0;0;220;55;20;5;30;10;45;35;0;10;0;110;
NAT9401  ;2010JJ00;0;0;0;275;50;30;10;10;15;65;50;5;10;0;145;
NAT9401  ;2011JJ00;0;0;0;245;70;25;25;20;10;50;45;5;5;0;115;
NAT9401  ;2012JJ00;0;0;0;260;65;25;15;25;15;55;45;5;5;0;125;
NAT9401  ;2013JJ00;0;0;0;300;60;35;25;0;20;55;50;0;5;0;165;
NAT9401  ;2014JJ00;0;0;0;310;60;35;25;0;15;65;60;5;0;0;165;
NAT9401  ;2015JJ00;0;0;0;450;70;40;25;0;40;90;70;5;15;0;245;
NAT9401  ;2016JJ00;0;0;0;405;60;35;20;5;40;65;50;5;10;0;240;
NAT9401  ;2017JJ00;0;0;0;520;95;50;35;5;45;95;85;0;10;0;290;
NAT9401  ;2018JJ00;0;0;0;520;70;40;25;5;40;120;95;10;15;0;290;
NAT9401  ;2019JJ00;0;0;0;565;100;55;25;20;65;125;100;5;15;0;280;
NAT9401  ;2020JJ00;0;0;0;285;70;45;20;5;15;70;65;5;5;0;130;
NAT9403  ;2008JJ00;20;0;0;660;315;100;125;85;105;50;35;5;10;0;190;
NAT9403  ;2009JJ00;20;10;10;585;335;95;135;105;110;30;20;5;10;0;110;
NAT9403  ;2010JJ00;15;5;10;595;280;70;130;80;125;55;40;5;10;0;140;
NAT9403  ;2011JJ00;25;15;5;565;300;95;130;75;100;40;20;5;10;110;20;
NAT9403  ;2012JJ00;15;15;0;545;315;60;175;75;100;40;30;5;10;80;10;
NAT9403  ;2013JJ00;20;15;5;660;345;85;215;45;135;65;45;10;10;45;70;
NAT9403  ;2014JJ00;65;55;5;560;280;75;155;50;120;60;35;15;10;30;65;
NAT9403  ;2015JJ00;70;55;15;510;180;45;110;25;140;50;30;15;5;35;105;
NAT9403  ;2016JJ00;75;55;20;455;170;50;85;35;100;55;30;15;10;25;100;
NAT9403  ;2017JJ00;55;45;15;555;270;70;110;85;110;80;55;15;15;40;60;
NAT9403  ;2018JJ00;40;25;15;770;340;100;115;125;145;100;75;15;15;105;80;
NAT9403  ;2019JJ00;35;20;10;1000;345;95;130;125;230;130;65;25;35;195;100;
NAT9403  ;2020JJ00;30;25;5;630;270;75;105;95;190;75;40;15;20;40;55;
NAT9407  ;2008JJ00;20;0;0;55;20;5;5;5;10;5;5;0;0;0;25;
NAT9407  ;2009JJ00;10;5;5;40;15;10;0;5;10;0;0;0;0;0;15;
NAT9407  ;2010JJ00;10;10;0;35;20;15;5;5;10;5;5;0;5;0;0;
NAT9407  ;2011JJ00;10;5;5;25;20;10;5;0;5;5;5;0;0;0;0;
NAT9407  ;2012JJ00;5;5;0;40;15;5;5;5;20;5;0;5;0;0;0;
NAT9407  ;2013JJ00;0;0;0;40;10;5;5;0;5;10;5;5;5;0;10;
NAT9407  ;2014JJ00;5;0;5;55;15;15;5;0;20;15;5;5;5;0;5;
NAT9407  ;2015JJ00;5;5;0;45;10;5;5;0;15;5;5;0;0;0;10;
NAT9407  ;2016JJ00;0;0;0;45;15;10;5;0;15;10;5;5;0;0;5;
NAT9407  ;2017JJ00;5;0;0;50;15;10;5;5;15;10;5;5;0;0;10;
NAT9407  ;2018JJ00;0;0;0;50;20;10;5;5;15;15;10;0;0;0;0;
NAT9407  ;2019JJ00;0;0;0;55;20;10;10;5;30;5;5;0;0;0;5;
NAT9407  ;2020JJ00;5;0;0;50;15;5;10;0;25;5;5;0;0;0;5;
NAT9408  ;2008JJ00;0;0;0;25;5;0;5;0;15;5;5;0;0;0;0;
NAT9408  ;2009JJ00;0;0;0;20;0;0;0;0;15;5;0;0;0;0;0;
NAT9408  ;2010JJ00;0;0;0;10;0;0;0;0;5;0;0;0;0;0;0;
NAT9408  ;2011JJ00;0;0;0;25;5;0;5;0;10;10;5;0;0;0;0;
NAT9408  ;2012JJ00;0;0;0;70;10;5;5;0;55;5;5;0;5;0;0;
NAT9408  ;2013JJ00;0;0;0;95;15;5;10;0;45;15;10;0;5;0;20;
NAT9408  ;2014JJ00;0;0;0;95;25;5;20;0;40;10;10;0;0;0;20;
NAT9408  ;2015JJ00;0;0;0;75;15;5;10;0;45;15;10;0;0;0;0;
NAT9408  ;2016JJ00;0;0;0;80;20;5;15;0;40;15;0;0;10;0;0;
NAT9408  ;2017JJ00;0;0;0;75;25;5;20;0;45;5;5;0;0;0;0;
NAT9408  ;2018JJ00;0;0;0;65;25;5;15;0;35;10;10;0;0;0;0;
NAT9408  ;2019JJ00;0;0;0;105;20;5;15;0;70;15;10;5;0;0;0;
NAT9408  ;2020JJ00;0;0;0;55;10;0;5;0;40;5;5;0;0;0;0;
NAT9410  ;2008JJ00;0;0;0;490;250;140;75;35;95;100;40;50;10;0;45;
NAT9410  ;2009JJ00;10;10;0;450;310;145;85;80;65;45;15;15;15;0;30;
NAT9410  ;2010JJ00;20;15;5;440;310;155;85;70;55;55;20;10;20;0;20;
NAT9410  ;2011JJ00;45;35;10;515;340;190;75;75;80;85;30;30;25;0;10;
NAT9410  ;2012JJ00;70;40;35;465;300;150;85;65;70;85;30;25;30;0;5;
NAT9410  ;2013JJ00;60;25;35;615;380;200;140;40;110;100;50;35;15;0;20;
NAT9410  ;2014JJ00;70;45;25;475;255;155;85;15;100;65;30;20;10;0;60;
NAT9410  ;2015JJ00;150;90;65;565;230;135;80;10;150;95;40;40;15;0;90;
NAT9410  ;2016JJ00;100;60;40;665;285;180;95;10;185;80;45;20;15;0;115;
NAT9410  ;2017JJ00;165;70;95;750;365;210;125;30;170;135;75;40;20;0;80;
NAT9410  ;2018JJ00;160;80;75;840;415;215;150;50;160;165;85;50;30;5;95;
