psraid,sample,segment,int_date,lang,scregion,sstate
203457,2,2,32416,1,1,3
203458,2,2,32516,1,1,1
203459,2,2,32416,1,1,1
203462,2,2,32416,1,1,3
203464,2,2,32416,1,1,1
203478,2,2,32416,1,1,3
203479,2,2,32416,1,1,3
203485,2,2,32416,1,1,2
203487,2,2,32416,1,1,2
203490,2,2,32416,1,1,1
203493,2,2,32416,1,1,2
203494,2,2,32416,1,1,3
203496,2,2,32416,1,1,3
203502,2,2,32416,1,1,3
203511,2,2,32416,1,1,2
203514,2,2,32416,1,1,1
203520,2,2,32416,1,1,2
203521,2,2,32416,1,1,2
203522,2,2,32416,1,1,1
203523,2,2,32416,1,1,1
203524,2,2,32916,2,2,3
203527,2,2,33016,2,2,4
203528,2,2,32416,1,1,1
203529,2,2,32416,1,1,1
203532,2,2,32416,1,1,4
203534,2,2,50416,1,1,3
203536,2,2,32416,2,2,4
203537,2,2,32416,1,1,2
203543,2,2,32416,1,1,3
203545,2,2,43016,2,2,3
203550,2,2,32416,1,1,4
203557,2,2,32416,1,1,4
203565,2,2,32516,1,1,3
203569,2,2,32516,1,1,1
203572,2,2,32516,1,1,3
203573,2,2,32516,1,1,1
203577,2,2,32516,1,1,1
203581,2,2,32516,1,1,3
203584,2,2,40616,1,1,3
203588,2,2,32516,1,1,1
203591,2,2,32516,1,1,3
203594,2,2,42216,1,1,3
203596,2,2,32516,1,1,2
203599,2,2,32516,1,1,3
203603,2,2,32516,1,1,3
203608,2,2,41016,1,1,3
203612,2,2,32516,1,1,2
203617,2,2,32516,1,1,2
203620,2,2,32516,1,1,3
203621,2,2,40816,1,1,2
203622,2,2,32516,1,1,3
203625,2,2,40616,1,1,3
203627,2,2,40516,1,1,2
203629,2,2,32516,1,1,3
203631,2,2,32516,1,1,2
203638,2,2,32516,1,1,2
203639,2,2,32516,1,1,3
203640,2,2,32516,1,1,3
203641,2,2,42816,1,1,3
203642,2,2,32516,1,1,2
203645,2,2,32516,1,1,2
203647,2,2,32516,1,1,3
203651,2,2,32516,1,1,4
203652,2,2,42216,1,1,4
203657,2,2,32516,1,1,4
203659,2,2,40416,1,1,4
203663,2,2,32616,1,1,3
203668,2,2,32616,1,1,3
203673,2,2,41316,1,1,3
203677,2,2,32616,1,1,4
203681,2,2,32616,1,1,3
203686,2,2,32616,1,1,4
203692,2,2,32616,1,1,4
203693,2,2,32616,1,1,4
203697,2,2,32616,1,1,3
203703,2,2,32616,1,1,2
203706,2,2,32616,1,1,3
203721,2,2,32616,1,1,4
203726,2,2,33016,2,2,4
203735,2,2,32616,1,1,3
203738,2,2,32616,1,1,4
203745,2,2,32616,1,1,4
203746,2,2,32616,1,1,4
203748,2,2,32616,1,1,4
203751,2,2,32616,1,1,3
203752,2,2,40416,1,1,3
203757,2,2,40516,2,2,3
203760,2,2,50316,1,1,3
203763,2,2,32616,1,1,3
203767,2,2,32616,1,1,2
203771,2,2,40516,1,1,3
203779,2,2,40116,2,2,1
203803,2,2,32616,1,1,3
203808,2,2,32616,1,1,3
203810,2,2,32616,1,1,3
203814,2,2,32616,1,1,2
203822,2,2,50416,1,1,3
203829,2,2,32616,1,1,3
203832,2,2,32616,1,1,3
203834,2,2,32616,1,1,3
203844,2,2,32616,1,1,4
203856,2,2,40216,1,1,4
203859,2,2,42316,1,1,4
203860,2,2,32616,1,1,4
203866,2,2,41016,1,1,4
203868,2,2,32616,1,1,4
203870,2,2,33016,2,2,4
203875,2,2,40716,1,1,4
203877,2,2,42316,2,2,4
203879,2,2,40516,1,1,3
203881,2,2,32716,1,1,4
203883,2,2,32716,1,1,3
203885,2,2,32716,1,1,4
203888,2,2,32716,1,1,1
203898,2,2,32716,1,1,1
203902,2,2,42616,1,1,3
203903,2,2,32716,1,1,3
203909,2,2,32816,2,2,3
203913,2,2,40316,1,1,3
203918,2,2,32716,1,1,3
203919,2,2,32716,1,1,2
203920,2,2,32716,1,1,1
203921,2,2,32716,1,1,3
203928,2,2,32716,1,1,1
203930,2,2,32716,1,1,3
203933,2,2,32716,1,1,1
203935,2,2,32716,1,1,3
203938,2,2,33116,1,1,4
203944,2,2,32716,1,1,3
203952,2,2,40916,1,1,4
203954,2,2,32716,1,1,3
203955,2,2,40116,1,1,1
203959,2,2,40216,1,1,1
203960,2,2,32716,1,1,3
203966,2,2,32716,1,1,2
203972,2,2,32716,1,1,3
203976,2,2,32716,1,1,2
203977,2,2,40816,1,1,1
203978,2,2,32716,1,1,3
203980,2,2,32716,1,1,1
203982,2,2,32716,1,1,3
203983,2,2,32716,1,1,3
203984,2,2,32716,1,1,1
203985,2,2,32716,1,1,1
203986,2,2,32716,1,1,3
203988,2,2,32716,1,1,3
203989,2,2,32716,1,1,2
203992,2,2,40116,1,1,3
203995,2,2,32716,1,1,3
203998,2,2,32716,1,1,2
204002,2,2,32716,1,1,3
204013,2,2,32716,1,1,4
204021,2,2,32816,1,1,3
204025,2,2,32816,1,1,3
204029,2,2,50616,1,1,2
204031,2,2,50316,1,1,1
204032,2,2,32816,1,1,1
204035,2,2,32816,1,1,3
204039,2,2,32816,2,2,3
204058,2,2,33116,2,2,3
204059,2,2,32816,2,2,3
204063,2,2,32816,1,1,1
204087,2,2,32816,1,1,4
204090,2,2,32816,1,1,4
204092,2,2,32816,1,1,4
204098,2,2,32816,1,1,2
204100,2,2,32816,1,1,3
204103,2,2,32816,1,1,1
204107,2,2,32816,1,1,2
204111,2,2,32816,1,1,3
204116,2,2,32816,1,1,3
204121,2,2,42316,2,2,3
204126,2,2,50416,2,2,4
204128,2,2,32816,1,1,3
204138,2,2,32816,2,2,4
204139,2,2,32816,1,1,4
204142,2,2,32916,1,1,3
204145,2,2,32916,1,1,3
204149,2,2,32916,1,1,1
204150,2,2,32916,1,1,1
204151,2,2,32916,1,1,1
204155,2,2,32916,1,1,1
204156,2,2,32916,1,1,3
204160,2,2,32916,1,1,1
204166,2,2,32916,1,1,3
204167,2,2,32916,1,1,2
204174,2,2,32916,1,1,3
204175,2,2,32916,1,1,3
204178,2,2,32916,1,1,3
204179,2,2,42916,2,2,1
204182,2,2,32916,1,1,3
204185,2,2,32916,1,1,3
204187,2,2,32916,1,1,2
204195,2,2,32916,1,1,3
204198,2,2,32916,1,1,1
204199,2,2,50316,1,1,3
204201,2,2,32916,1,1,3
204203,2,2,33016,1,1,2
204212,2,2,32916,1,1,1
204216,2,2,32916,1,1,1
204222,2,2,32916,1,1,2
204223,2,2,32916,1,1,1
204230,2,2,42516,2,2,2
204235,2,2,32916,1,1,2
204238,2,2,32916,2,2,3
204239,2,2,40816,1,1,4
204241,2,2,32916,1,1,4
204242,2,2,32916,1,1,4
204246,2,2,32916,1,1,4
204248,2,2,33016,1,1,1
204256,2,2,33016,1,1,1
204259,2,2,33016,1,1,3
204262,2,2,42016,1,1,2
204263,2,2,33016,2,2,3
204267,2,2,33016,1,1,3
204268,2,2,33016,1,1,1
204271,2,2,50416,1,1,1
204272,2,2,33016,1,1,3
204275,2,2,33016,1,1,1
204281,2,2,40116,2,2,3
204283,2,2,33016,1,1,1
204285,2,2,33016,1,1,3
204289,2,2,33016,1,1,3
204307,2,2,33016,1,1,3
204316,2,2,33016,2,2,4
204318,2,2,33016,1,1,2
204332,2,2,33016,1,1,4
204337,2,2,33016,1,1,4
204340,2,2,33016,1,1,4
204343,2,2,33116,1,1,3
204344,2,2,33116,2,2,1
204346,2,2,33116,1,1,3
204347,2,2,33116,1,1,1
204351,2,2,33116,1,1,3
204352,2,2,33116,1,1,2
204354,2,2,33116,2,2,3
204356,2,2,33116,1,1,3
204360,2,2,50516,1,1,3
204364,2,2,33116,1,1,1
204365,2,2,33116,1,1,3
204366,2,2,40416,2,2,3
204367,2,2,33116,1,1,3
204369,2,2,33116,1,1,1
204371,2,2,33116,1,1,3
204384,2,2,33116,1,1,3
204385,2,2,40316,1,1,1
204388,2,2,33116,1,1,3
204390,2,2,33116,1,1,3
204401,2,2,33116,1,1,3
204404,2,2,33116,1,1,2
204405,2,2,50416,1,1,3
204406,2,2,33116,1,1,3
204409,2,2,33116,1,1,2
204412,2,2,33116,1,1,3
204414,2,2,33116,2,2,3
204422,2,2,33116,1,1,3
204428,2,2,41616,2,2,4
204437,2,2,42616,1,1,4
204441,2,2,40516,1,1,4
204442,2,2,33116,1,1,4
204444,2,2,40916,2,2,4
204446,2,2,40316,1,1,4
204454,2,2,42916,2,2,4
204462,2,2,40116,1,1,1
204465,2,2,40116,1,1,2
204467,2,2,40116,1,1,3
204470,2,2,40116,1,1,3
204474,2,2,40116,1,1,3
204475,2,2,40116,1,1,1
204481,2,2,40116,1,1,1
204482,2,2,40116,1,1,3
204483,2,2,40116,1,1,3
204484,2,2,40116,1,1,1
204485,2,2,40116,1,1,2
204489,2,2,40116,1,1,3
204490,2,2,40116,1,1,3
204492,2,2,40116,2,2,3
204493,2,2,40116,1,1,1
204498,2,2,40116,1,1,3
204500,2,2,40516,2,2,3
204503,2,2,40116,1,1,3
204505,2,2,40116,1,1,1
204514,2,2,50416,1,1,1
204515,2,2,40116,1,1,3
204519,2,2,40116,2,2,3
204520,2,2,40116,1,1,1
204521,2,2,40116,1,1,3
204525,2,2,40116,1,1,3
204526,2,2,40116,2,2,4
204527,2,2,40116,1,1,3
204532,2,2,40116,1,1,3
204546,2,2,40216,1,1,3
204549,2,2,40216,1,1,3
204552,2,2,40216,1,1,4
204558,2,2,40216,1,1,4
204561,2,2,41316,1,1,3
204566,2,2,40216,1,1,3
204575,2,2,40216,1,1,4
204580,2,2,40216,1,1,4
204581,2,2,40216,1,1,3
204584,2,2,40216,1,1,4
204589,2,2,40216,1,1,3
204590,2,2,40216,1,1,3
204598,2,2,40216,1,1,1
204602,2,2,41016,1,1,4
204605,2,2,40216,1,1,4
204608,2,2,42616,2,2,4
204619,2,2,40316,1,1,2
204622,2,2,40216,1,1,4
204628,2,2,40316,1,1,3
204638,2,2,40416,1,1,4
204640,2,2,40316,1,1,4
204646,2,2,40416,1,1,1
204650,2,2,40316,1,1,4
204652,2,2,40716,1,1,3
204655,2,2,40316,2,2,3
204656,2,2,40316,1,1,4
204658,2,2,40316,1,1,4
204661,2,2,40316,1,1,1
204664,2,2,40316,1,1,2
204667,2,2,40316,1,1,3
204671,2,2,40316,1,1,3
204672,2,2,40316,1,1,1
204675,2,2,40316,1,1,4
204683,2,2,50316,1,1,4
204686,2,2,40316,1,1,4
204687,2,2,40316,1,1,2
204688,2,2,40816,2,2,4
204689,2,2,40316,1,1,1
204690,2,2,40316,1,1,4
204700,2,2,40316,1,1,4
204703,2,2,40316,1,1,4
204707,2,2,40316,1,1,4
204711,2,2,40416,1,1,4
204712,2,2,40416,1,1,3
204713,2,2,40416,1,1,1
204716,2,2,40416,1,1,3
204718,2,2,40416,1,1,2
204720,2,2,40416,1,1,3
204721,2,2,40416,1,1,2
204725,2,2,40416,1,1,2
204726,2,2,40416,1,1,3
204729,2,2,40416,1,1,1
204737,2,2,40416,1,1,2
204740,2,2,40416,1,1,2
204749,2,2,42316,1,1,2
204754,2,2,40816,1,1,3
204757,2,2,40416,1,1,4
204758,2,2,40416,2,2,3
204760,2,2,40416,1,1,4
204761,2,2,50416,1,1,4
204762,2,2,40416,2,2,3
204765,2,2,40416,1,1,3
204769,2,2,40416,1,1,3
204776,2,2,40416,1,1,4
204777,2,2,40416,1,1,4
204778,2,2,40416,2,2,1
204779,2,2,40416,1,1,4
204783,2,2,40416,1,1,4
204787,2,2,40416,1,1,4
204792,2,2,40416,1,1,4
204793,2,2,40416,1,1,4
204796,2,2,40416,1,1,4
204799,2,2,41716,1,1,4
204806,2,2,40516,1,1,4
204810,2,2,40516,1,1,3
204813,2,2,40516,1,1,2
204817,2,2,50416,1,1,3
204818,2,2,40516,1,1,3
204819,2,2,40516,1,1,3
204821,2,2,40516,1,1,3
204825,2,2,40516,1,1,1
204829,2,2,40516,1,1,3
204830,2,2,40516,1,1,3
204832,2,2,40516,2,2,3
204834,2,2,40516,1,1,2
204835,2,2,40516,1,1,1
204837,2,2,40516,1,1,3
204838,2,2,40516,1,1,2
204840,2,2,42616,2,2,2
204841,2,2,40516,1,1,3
204842,2,2,40516,2,2,3
204844,2,2,40516,1,1,2
204847,2,2,40516,1,1,2
204848,2,2,40516,1,1,3
204850,2,2,40516,1,1,3
204855,2,2,40516,1,1,3
204857,2,2,42916,2,2,2
204862,2,2,40516,2,2,3
204865,2,2,40516,1,1,1
204866,2,2,40516,1,1,3
204870,2,2,40516,1,1,1
204872,2,2,40516,1,1,1
204873,2,2,40516,2,2,1
204876,2,2,50416,2,2,4
204877,2,2,40516,1,1,2
204882,2,2,50416,1,1,4
204888,2,2,40516,1,1,3
204889,2,2,40516,1,1,3
204893,2,2,40516,1,1,3
204900,2,2,40516,1,1,3
204902,2,2,40516,1,1,2
204911,2,2,40716,1,1,4
204915,2,2,40516,1,1,4
204916,2,2,40616,1,1,4
204940,2,2,40616,1,1,1
204947,2,2,40616,1,1,1
204957,2,2,41316,1,1,3
204960,2,2,40616,1,1,3
204964,2,2,40616,1,1,2
204965,2,2,40616,1,1,3
204967,2,2,40616,1,1,3
204969,2,2,40616,1,1,3
204971,2,2,40616,1,1,1
204984,2,2,40616,2,2,1
204994,2,2,40616,1,1,1
204998,2,2,40616,1,1,4
205008,2,2,40616,1,1,3
205012,2,2,40716,1,1,1
205016,2,2,50416,1,1,3
205019,2,2,40916,2,2,1
205027,2,2,40716,1,1,3
205030,2,2,40716,1,1,1
205038,2,2,40716,1,1,1
205039,2,2,40716,1,1,2
205045,2,2,40716,1,1,1
205048,2,2,40716,1,1,3
205050,2,2,41316,2,2,3
205063,2,2,40716,1,1,3
205066,2,2,50516,1,1,4
205068,2,2,40716,1,1,3
205071,2,2,40716,1,1,1
205076,2,2,40716,1,1,3
205078,2,2,40716,1,1,1
205086,2,2,40716,2,2,4
205090,2,2,40716,1,1,3
205091,2,2,40716,2,2,4
205095,2,2,40716,1,1,3
205098,2,2,40716,1,1,3
205101,2,2,40716,1,1,4
205111,2,2,40716,1,1,4
205117,2,2,40716,1,1,3
205120,2,2,40716,1,1,2
205121,2,2,40716,1,1,2
205124,2,2,40716,1,1,3
205127,2,2,40716,1,1,2
205129,2,2,40716,1,1,3
205135,2,2,42116,1,1,2
205136,2,2,40716,1,1,4
205138,2,2,40716,1,1,4
205142,2,2,40716,1,1,4
205143,2,2,40716,1,1,4
205145,2,2,40716,1,1,4
205147,2,2,40816,1,1,4
205149,2,2,40716,1,1,4
205153,2,2,40716,1,1,4
205158,2,2,40716,1,1,4
205162,2,2,41716,2,2,4
205164,2,2,40716,1,1,4
205169,2,2,40716,1,1,4
205172,2,2,41216,1,1,2
205176,2,2,40816,1,1,3
205183,2,2,40816,1,1,3
205186,2,2,41116,1,1,2
205190,2,2,40816,1,1,2
205191,2,2,40816,1,1,3
205194,2,2,40816,1,1,3
205195,2,2,40816,1,1,3
205196,2,2,40816,1,1,3
205204,2,2,40816,1,1,1
205207,2,2,40816,1,1,1
205221,2,2,40816,1,1,3
205224,2,2,40816,1,1,3
205227,2,2,40816,1,1,1
205232,2,2,40816,1,1,3
205236,2,2,40816,1,1,3
205237,2,2,40816,1,1,2
205242,2,2,40816,1,1,3
205258,2,2,40816,1,1,3
205263,2,2,40816,1,1,4
205265,2,2,40816,1,1,2
205268,2,2,40816,1,1,4
205269,2,2,40816,1,1,4
205270,2,2,40816,1,1,3
205273,2,2,40816,1,1,2
205275,2,2,40816,1,1,4
205292,2,2,40816,1,1,4
205298,2,2,40816,1,1,4
205301,2,2,40816,1,1,4
205308,2,2,50416,1,1,3
205322,2,2,40916,1,1,3
205325,2,2,41016,1,1,3
205327,2,2,40916,1,1,3
205339,2,2,40916,1,1,3
205341,2,2,40916,1,1,3
205344,2,2,40916,1,1,3
205347,2,2,40916,1,1,3
205356,2,2,40916,1,1,3
205361,2,2,42116,1,1,4
205363,2,2,40916,1,1,4
205366,2,2,50516,2,2,4
205373,2,2,40916,1,1,4
205375,2,2,40916,1,1,1
205385,2,2,41216,1,1,4
205390,2,2,40916,1,1,3
205394,2,2,40916,1,1,3
205396,2,2,40916,1,1,2
205400,2,2,40916,1,1,1
205406,2,2,41216,1,1,3
205407,2,2,40916,1,1,1
205409,2,2,42216,1,1,3
205413,2,2,40916,1,1,4
205417,2,2,40916,1,1,4
205422,2,2,40916,1,1,4
205430,2,2,40916,1,1,3
205431,2,2,41016,1,1,3
205439,2,2,40916,1,1,1
205442,2,2,40916,1,1,4
205445,2,2,40916,1,1,4
205449,2,2,40916,1,1,4
205456,2,2,40916,1,1,4
205464,2,2,40916,1,1,4
205465,2,2,40916,1,1,4
205470,2,2,41016,1,1,2
205473,2,2,41016,1,1,4
205480,2,2,41016,1,1,1
205482,2,2,41016,1,1,1
205490,2,2,41016,1,1,1
205492,2,2,41016,1,1,4
205493,2,2,41016,1,1,2
205497,2,2,41016,1,1,1
205500,2,2,41016,1,1,2
205503,2,2,41016,1,1,4
205504,2,2,41016,1,1,3
205505,2,2,41016,1,1,3
205521,2,2,41016,1,1,3
205523,2,2,41016,1,1,3
205524,2,2,41016,1,1,2
205525,2,2,41016,1,1,3
205534,2,2,41016,1,1,4
205535,2,2,41016,1,1,2
205539,2,2,41016,1,1,4
205540,2,2,41016,1,1,4
205547,2,2,42916,2,2,4
205552,2,2,41016,1,1,4
205553,2,2,41016,1,1,3
205556,2,2,41016,1,1,2
205559,2,2,41016,1,1,4
205569,2,2,41016,1,1,4
205576,2,2,41016,1,1,3
205584,2,2,41016,1,1,4
205585,2,2,41016,1,1,4
205587,2,2,41016,1,1,4
205591,2,2,42816,1,1,3
205592,2,2,42316,1,1,1
205596,2,2,41116,1,1,2
205597,2,2,41116,1,1,3
205600,2,2,42016,1,1,1
205602,2,2,41116,1,1,3
205603,2,2,50416,2,2,3
205604,2,2,41116,1,1,3
205606,2,2,41116,1,1,3
205610,2,2,41116,1,1,3
205615,2,2,41116,1,1,3
205622,2,2,42216,1,1,1
205631,2,2,41116,1,1,3
205639,2,2,41116,1,1,3
205640,2,2,41116,1,1,2
205649,2,2,41116,1,1,3
205650,2,2,41616,2,2,2
205653,2,2,41116,1,1,3
205659,2,2,41116,1,1,3
205660,2,2,41616,2,2,3
205672,2,2,41116,1,1,4
205675,2,2,41116,1,1,2
205696,2,2,41116,1,1,4
205699,2,2,41116,1,1,4
205702,2,2,41116,1,1,4
205704,2,2,41116,1,1,4
205718,2,2,41116,1,1,4
205720,2,2,41116,1,1,4
205723,2,2,41116,1,1,4
205733,2,2,50416,1,1,2
205737,2,2,41216,1,1,2
205738,2,2,41216,1,1,3
205745,2,2,41216,1,1,1
205748,2,2,41216,1,1,3
205751,2,2,41316,1,1,1
205754,2,2,41216,1,1,1
205756,2,2,41216,1,1,3
205760,2,2,41216,1,1,2
205761,2,2,42016,1,1,1
205766,2,2,41216,2,2,1
205771,2,2,41216,1,1,1
205779,2,2,41616,2,2,3
205781,2,2,41216,2,2,2
205787,2,2,41216,1,1,4
205788,2,2,42016,1,1,3
205791,2,2,41216,1,1,2
205792,2,2,41216,1,1,3
205793,2,2,41216,1,1,3
205794,2,2,41216,1,1,3
205796,2,2,41216,1,1,3
205804,2,2,42316,1,1,4
205808,2,2,50816,2,2,3
205809,2,2,41216,1,1,2
205813,2,2,41216,1,1,2
205815,2,2,41216,1,1,3
205816,2,2,41216,1,1,4
205819,2,2,41216,1,1,4
205833,2,2,41216,1,1,4
205836,2,2,41216,1,1,3
205840,2,2,41216,1,1,2
205848,2,2,41216,1,1,4
205861,2,2,41316,1,1,1
205862,2,2,41316,1,1,1
205870,2,2,41316,1,1,1
205871,2,2,50616,1,1,1
205876,2,2,41316,1,1,3
205883,2,2,41316,1,1,3
205886,2,2,41316,1,1,3
205891,2,2,50516,1,1,1
205895,2,2,41316,1,1,2
205900,2,2,41316,1,1,2
205907,2,2,41316,1,1,3
205911,2,2,41416,1,1,1
205925,2,2,41416,1,1,1
205930,2,2,41416,1,1,2
205937,2,2,41416,1,1,3
205939,2,2,41416,1,1,3
205941,2,2,41416,1,1,2
205942,2,2,50416,1,1,2
205949,2,2,41416,1,1,3
205960,2,2,50716,2,2,1
205961,2,2,41416,1,1,1
205962,2,2,41616,2,2,3
205963,2,2,41416,1,1,2
205967,2,2,41416,1,1,3
205971,2,2,41416,1,1,3
205978,2,2,41416,1,1,4
205980,2,2,41416,1,1,3
205981,2,2,41416,1,1,2
205991,2,2,41416,1,1,4
205993,2,2,41416,1,1,4
205998,2,2,41416,1,1,3
206013,2,2,41416,1,1,4
206017,2,2,41516,1,1,3
206021,2,2,41516,1,1,1
206026,2,2,41516,1,1,1
206027,2,2,41516,1,1,3
206029,2,2,41616,1,1,3
206032,2,2,42316,1,1,1
206033,2,2,41516,1,1,1
206035,2,2,41516,1,1,3
206041,2,2,41516,1,1,3
206042,2,2,41516,1,1,3
206046,2,2,41516,1,1,1
206047,2,2,41616,2,2,3
206049,2,2,41616,1,1,3
206052,2,2,42016,1,1,2
206053,2,2,41516,1,1,3
206057,2,2,41516,1,1,3
206058,2,2,41516,1,1,1
206059,2,2,41516,1,1,3
206062,2,2,41516,1,1,4
206063,2,2,41516,1,1,4
206064,2,2,41516,1,1,3
206065,2,2,41516,1,1,3
206066,2,2,41516,1,1,2
206067,2,2,41516,1,1,4
206069,2,2,41516,1,1,2
206070,2,2,41516,1,1,3
206079,2,2,41516,1,1,4
206086,2,2,41516,1,1,4
206091,2,2,41516,1,1,3
206097,2,2,41516,1,1,1
206102,2,2,41516,1,1,4
206110,2,2,41616,2,2,1
206111,2,2,41616,2,2,4
206113,2,2,41616,1,1,4
206116,2,2,41616,1,1,3
206122,2,2,41616,2,2,3
206123,2,2,41616,1,1,4
206124,2,2,41616,1,1,3
206125,2,2,41616,1,1,3
206126,2,2,41616,2,2,3
206131,2,2,41616,1,1,4
206132,2,2,41616,2,2,4
206138,2,2,41616,2,2,4
206140,2,2,42516,2,2,4
206141,2,2,41616,1,1,4
206142,2,2,41616,1,1,4
206143,2,2,41616,1,1,2
206146,2,2,41616,1,1,3
206147,2,2,41616,1,1,4
206153,2,2,41616,1,1,2
206157,2,2,41616,1,1,3
206158,2,2,41616,1,1,2
206164,2,2,41616,1,1,4
206167,2,2,41616,1,1,3
206172,2,2,41616,1,1,3
206176,2,2,41616,1,1,2
206177,2,2,41616,1,1,2
206182,2,2,41616,1,1,3
206184,2,2,41616,1,1,3
206189,2,2,50416,1,1,3
206192,2,2,41616,1,1,4
206193,2,2,41616,1,1,3
206195,2,2,41616,1,1,2
206196,2,2,41616,1,1,4
206200,2,2,41616,1,1,3
206201,2,2,41616,1,1,3
206202,2,2,41616,1,1,2
206211,2,2,41716,1,1,3
206213,2,2,41716,1,1,4
206214,2,2,41716,1,1,2
206216,2,2,41716,1,1,3
206217,2,2,41716,1,1,3
206220,2,2,42216,1,1,4
206221,2,2,41716,1,1,4
206222,2,2,41716,1,1,2
206226,2,2,41716,1,1,3
206235,2,2,41716,1,1,4
206244,2,2,41716,1,1,1
206251,2,2,41716,1,1,2
206259,2,2,42616,1,1,1
206260,2,2,41716,1,1,3
206261,2,2,41716,1,1,4
206263,2,2,41716,1,1,3
206265,2,2,41716,1,1,2
206266,2,2,41716,1,1,4
206267,2,2,42216,1,1,3
206269,2,2,41716,1,1,4
206271,2,2,42616,1,1,1
206272,2,2,41716,1,1,1
206278,2,2,42116,1,1,3
206287,2,2,41716,1,1,1
206288,2,2,41716,1,1,3
206290,2,2,41716,1,1,4
206296,2,2,41716,1,1,3
206297,2,2,41716,1,1,1
206298,2,2,41716,1,1,3
206306,2,2,41716,1,1,4
206307,2,2,41716,1,1,3
206308,2,2,41716,1,1,3
206310,2,2,41716,1,1,4
206315,2,2,41816,1,1,1
206321,2,2,41816,1,1,1
206323,2,2,41816,1,1,1
206327,2,2,41816,1,1,1
206329,2,2,41816,1,1,3
206330,2,2,41816,1,1,3
206331,2,2,41816,1,1,3
206332,2,2,41816,1,1,3
206335,2,2,41816,1,1,3
206345,2,2,42116,1,1,3
206346,2,2,41816,1,1,3
206347,2,2,41916,2,2,3
206353,2,2,41916,1,1,4
206360,2,2,41916,1,1,4
206362,2,2,41916,1,1,4
206365,2,2,41916,1,1,4
206366,2,2,41916,1,1,4
206375,2,2,42016,1,1,4
206386,2,2,42016,1,1,3
206388,2,2,42016,1,1,1
206391,2,2,42016,1,1,1
206397,2,2,42016,1,1,3
206402,2,2,42016,1,1,3
206408,2,2,42016,1,1,2
206410,2,2,42016,1,1,3
206413,2,2,42016,1,1,3
206420,2,2,42016,1,1,3
206430,2,2,42016,1,1,3
206453,2,2,42016,1,1,4
206454,2,2,42016,1,1,3
206455,2,2,42016,1,1,4
206468,2,2,42116,1,1,1
206470,2,2,42116,1,1,3
206471,2,2,42116,1,1,1
206474,2,2,42116,1,1,3
206477,2,2,42116,1,1,2
206478,2,2,42116,1,1,2
206479,2,2,42116,1,1,3
206493,2,2,42116,1,1,2
206506,2,2,42116,1,1,3
206510,2,2,42116,1,1,1
206512,2,2,42116,1,1,2
206513,2,2,42116,1,1,3
206520,2,2,42116,1,1,3
206524,2,2,42216,1,1,3
206526,2,2,42116,1,1,3
206534,2,2,42116,1,1,1
206537,2,2,42116,1,1,2
206542,2,2,42116,1,1,1
206543,2,2,42216,1,1,1
206547,2,2,42116,1,1,3
206557,2,2,42116,1,1,2
206558,2,2,42516,2,2,3
206559,2,2,42216,1,1,1
206566,2,2,42116,1,1,4
206571,2,2,42116,1,1,4
206578,2,2,42116,1,1,3
206586,2,2,42116,1,1,4
206588,2,2,42116,1,1,4
206595,2,2,50416,1,1,4
206596,2,2,42216,1,1,4
206599,2,2,42116,1,1,3
206605,2,2,42116,1,1,4
206608,2,2,42116,1,1,3
206611,2,2,42116,1,1,3
206613,2,2,42116,1,1,3
206624,2,2,42116,1,1,2
206625,2,2,42116,1,1,4
206628,2,2,42116,1,1,4
206631,2,2,42116,1,1,4
206633,2,2,42116,1,1,2
206635,2,2,42116,1,1,2
206636,2,2,42116,1,1,3
206638,2,2,42216,1,1,3
206642,2,2,42216,2,2,4
206644,2,2,42116,1,1,2
206647,2,2,42116,1,1,3
206653,2,2,42116,1,1,3
206654,2,2,42116,1,1,4
206655,2,2,42116,1,1,4
206666,2,2,42116,1,1,3
206696,2,2,42216,1,1,3
206702,2,2,42216,1,1,3
206706,2,2,42216,1,1,3
206709,2,2,42216,1,1,2
206711,2,2,42616,1,1,3
206713,2,2,42216,1,1,3
206714,2,2,42216,1,1,2
206715,2,2,42216,1,1,2
206716,2,2,42216,1,1,2
206719,2,2,42216,1,1,3
206721,2,2,42216,1,1,3
206722,2,2,42216,1,1,3
206724,2,2,42216,1,1,3
206727,2,2,42216,1,1,3
206729,2,2,50816,2,2,3
206731,2,2,42216,1,1,3
206737,2,2,42216,1,1,2
206748,2,2,42216,2,2,3
206750,2,2,42216,2,2,3
206753,2,2,42216,1,1,3
206754,2,2,42216,1,1,3
206758,2,2,42216,1,1,3
206759,2,2,42216,1,1,2
206769,2,2,42216,1,1,4
206773,2,2,42216,1,1,4
206778,2,2,42216,1,1,1
206787,2,2,42216,2,2,4
206789,2,2,42216,1,1,3
206798,2,2,42216,1,1,3
206799,2,2,42216,2,2,4
206801,2,2,42216,1,1,4
206805,2,2,42216,1,1,3
206817,2,2,42216,1,1,3
206820,2,2,42216,1,1,2
206821,2,2,42216,1,1,3
206824,2,2,42216,1,1,2
206825,2,2,42216,1,1,2
206831,2,2,42216,1,1,4
206838,2,2,42216,1,1,4
206839,2,2,42216,1,1,3
206841,2,2,42716,1,1,4
206844,2,2,42216,1,1,3
206849,2,2,42216,1,1,4
206850,2,2,42216,1,1,4
206858,2,2,42316,1,1,1
206868,2,2,42316,1,1,3
